,stu_id,class,avg_s,avg,mon_count,top,time
3859,11802,0,4.605334243,7.55588571429,175.0,23.816254417,9.0
3863,11822,0,3.983076923,6.99204545455,88.0,24.5229681979,30.0
3865,11824,0,4.217987616,8.7,83.0,24.593639576,24.0
3867,11836,0,4.637889273,6.8546875,64.0,25.0530035336,3.0
3869,11848,0,4.0354375,5.24,40.0,25.5123674912,75.0
3871,11852,0,5.209718805,6.33527131783,258.0,25.6890459364,33.0
3873,11858,0,4.917285464,8.80901639344,122.0,25.9010600707,31.0
3875,11866,0,5.132828619,8.20194444444,144.0,26.2190812721,2.0
3879,11874,0,5.02050152,9.51057142857,210.0,26.5371024735,20.0
3881,11878,0,3.145169367,10.2203389831,59.0,26.6784452297,90.0
3883,11880,0,5.233185328,8.22424242424,66.0,26.7844522968,25.0
3885,11888,0,3.810148148,7.04109090909,55.0,27.0671378092,89.0
3889,11898,0,3.689399333,7.54117647059,68.0,27.4558303887,12.0
3891,11900,0,4.062842857,6.665,200.0,27.5618374558,22.0
3893,11912,0,4.314119107,8.87777777778,99.0,28.0212014134,9.0
3895,11918,0,3.782311062,4.89555066079,227.0,28.2332155477,6.0
3897,11932,0,4.619039735,5.82268907563,119.0,28.7985865724,16.0
3899,11954,0,4.055174564,5.94923076923,143.0,29.6466431095,32.0
3901,11956,0,3.677706422,4.72014388489,139.0,29.7173144876,94.0
3903,11962,0,4.155473934,5.7829787234,94.0,29.964664311,30.0
3905,11964,0,5.059034608,6.67884393064,173.0,30.035335689,45.0
3907,11972,0,3.724434655,6.34122807018,114.0,30.3533568905,83.0
3911,11978,0,5.472347188,8.22933333333,225.0,30.5653710247,29.0
3913,11980,0,5.013992198,6.64322916667,192.0,30.6713780919,23.0
3915,11982,0,3.948973747,5.91838235294,136.0,30.74204947,42.0
3917,11994,0,4.180012438,14.6583333333,36.0,31.2014134276,9.0
3919,12010,0,4.871669267,7.74859437751,249.0,31.8374558304,51.0
3923,12030,0,4.196012422,7.31681318681,182.0,32.6148409894,2.0
3925,12034,0,4.972964539,9.16481481481,54.0,24.504950495,26.0
3931,12050,0,3.035191147,5.64603174603,189.0,33.3215547703,130.0
3933,12064,0,2.829613035,4.88797814208,183.0,33.851590106,8.0
3935,12068,0,6.750188679,13.3705426357,129.0,33.9929328622,4.0
3937,12072,0,4.299190083,5.35416666667,48.0,34.1696113074,21.0
3939,12094,0,4.526771084,7.62235294118,85.0,35.0176678445,19.0
3941,12096,0,4.254163987,9.32549019608,51.0,35.0883392226,41.0
3943,12098,0,4.696499102,13.2082352941,85.0,35.1590106007,61.0
3947,12106,0,3.015461078,4.24696969697,66.0,35.4770318021,31.0
3949,12108,0,6.624057018,11.119218241,307.0,35.5477031802,2.0
3951,12118,0,2.539005038,7.18939393939,66.0,35.9363957597,66.0
3953,12126,0,5.193758389,7.15886255924,211.0,36.2544169611,18.0
3955,12142,0,4.342754159,5.49337016575,181.0,36.890459364,12.0
3957,12148,0,4.695405405,7.54436090226,133.0,37.1024734982,9.0
3959,12150,0,4.923497942,7.24224,125.0,37.2084805654,2.0
3961,12160,0,3.810444994,4.96013986014,143.0,37.5971731449,19.0
3963,12162,0,5.591507092,8.703,100.0,37.667844523,38.0
3965,12170,0,4.660610998,10.1010638298,94.0,37.9858657244,6.0
3967,12174,0,3.712108346,10.7116666667,78.0,38.1272084806,2.0
3969,12184,0,3.742824427,6.67777777778,54.0,38.5159010601,49.0
3971,12186,0,4.433456376,6.31474885845,219.0,38.5865724382,16.0
3975,12198,0,3.430550206,4.80384615385,156.0,39.0459363958,121.0
3977,12202,0,4.434502618,7.87174603175,126.0,39.222614841,10.0
3979,12206,0,4.649094488,6.4,82.0,39.3639575972,5.0
3981,12212,0,5.845524862,7.83793103448,174.0,39.6113074205,12.0
3983,12218,0,4.321151762,5.07290322581,155.0,39.8233215548,9.0
3985,12228,0,4.190569948,5.85149501661,301.0,40.2120141343,19.0
3987,12230,0,3.101127396,8.60612244898,49.0,40.3180212014,59.0
3989,12248,0,4.214625229,8.90629834254,181.0,40.9893992933,6.0
3991,12254,0,4.627948718,7.86666666667,99.0,41.2367491166,53.0
3993,12260,0,5.097592593,7.12537102473,283.0,41.4487632509,41.0
3995,12264,0,4.650411622,7.53260869565,138.0,41.5901060071,4.0
3997,12280,0,4.0706,5.21391304348,115.0,42.1201413428,8.0
3999,12282,0,3.79399361,5.46791044776,134.0,42.1908127208,12.0
4001,12284,0,4.589448276,7.72476744186,258.0,42.2614840989,46.0
4003,12286,0,4.362410072,8.04418604651,86.0,42.332155477,41.0
4005,12288,0,3.726981919,5.72835820896,201.0,42.4028268551,39.0
4009,12296,0,3.988047445,11.5441176471,68.0,42.7208480565,7.0
4011,12300,0,4.932207207,10.284279476,229.0,42.8975265018,4.0
4013,12312,0,4.913421053,6.67512820513,234.0,43.3568904594,114.0
4015,12318,0,5.960911854,10.0044354839,248.0,43.5689045936,12.0
4017,12338,0,4.150804829,4.56944444444,180.0,44.2756183746,2.0
4019,12350,0,3.922365591,6.05416666667,48.0,44.6996466431,44.0
4021,12352,0,3.699369048,5.78048780488,82.0,44.7703180212,35.0
4023,12356,0,3.52726248,7.20048780488,41.0,44.9116607774,19.0
4025,12358,0,3.326640361,6.856,70.0,44.9823321555,28.0
4027,12362,0,4.199109375,3.75049180328,305.0,45.1590106007,4.0
4029,12364,0,5.297606973,8.87417218543,151.0,45.2296819788,4.0
4031,12386,0,4.49338141,10.7137931034,203.0,46.0777385159,77.0
4033,12400,0,3.921352201,5.93917910448,268.0,46.6431095406,15.0
4035,12404,0,3.926820728,4.70617283951,81.0,46.7844522968,66.0
4037,12406,0,4.412526316,4.36916666667,60.0,46.8551236749,15.0
4039,12410,0,4.514318885,10.1405063291,79.0,26.4851485149,19.0
4041,12412,0,4.975578947,8.53090909091,33.0,47.0318021201,41.0
4043,12420,0,3.56119403,9.32698412698,63.0,0.375042618479,44.0
4045,12426,0,3.531341463,9.73857142857,70.0,0.579611319468,37.0
4047,12432,0,4.718114754,8.84666666667,45.0,0.784180020457,40.0
4049,12446,0,4.131876791,4.81428571429,84.0,1.26150698943,67.0
4051,12448,0,4.432873134,4.57804878049,41.0,1.32969655643,44.0
4053,12450,0,4.308055556,8.0925,40.0,1.39788612342,4.0
4055,12452,0,4.437327586,14.6675,72.0,1.46607569042,16.0
4057,12458,0,3.628053302,6.12989690722,97.0,1.67064439141,12.0
4059,12464,0,4.032056075,5.63333333333,156.0,1.8752130924,34.0
4061,12466,0,2.26745628,7.536,25.0,1.94340265939,99.0
4063,12470,0,4.135280899,9.99285714286,42.0,2.07978179339,30.0
4065,12472,0,4.056517341,8.14137931034,58.0,2.14797136038,80.0
4067,12476,0,3.262771588,9.7275,80.0,2.28435049437,28.0
4069,12480,0,4.874227213,9.9,30.0,2.42072962837,3.0
4071,12482,0,4.360690909,7.64666666667,18.0,2.48891919536,62.0
4073,12484,0,5.779584087,10.9405714286,35.0,2.55710876236,4.0
4075,12488,0,4.781855072,12.0390804598,87.0,2.69348789635,8.0
4077,12490,0,4.769240838,6.58524590164,61.0,2.76167746335,14.0
4079,12496,0,3.402486702,9.3,19.0,2.89805659734,8.0
4081,12504,0,6.545814978,8.79118421053,152.0,3.17081486533,20.0
4083,12514,0,4.043280943,7.03305785124,121.0,3.44357313331,9.0
4085,12526,0,3.728112633,8.92959459459,74.0,3.85271053529,2.0
4087,12532,0,5.789515419,6.93411764706,102.0,4.05727923628,1.0
4089,12542,0,4.29138,5.21923076923,78.0,4.39822707126,4.0
4091,12544,0,1.93520649,9.05257142857,35.0,4.46641663825,128.0
4093,12554,0,3.841876173,8.00802919708,137.0,4.80736447324,118.0
4095,12556,0,3.99567474,7.69705882353,68.0,4.87555404023,2.0
4097,12560,0,4.970236364,10.6226666667,75.0,5.01193317422,40.0
4101,12566,0,4.673679891,8.80625,64.0,5.21650187521,10.0
4103,12572,0,5.668199566,7.49466666667,75.0,5.4210705762,72.0
4105,12576,0,3.723432343,6.28481012658,79.0,5.55744971019,98.0
4107,12578,0,4.010143312,8.10081300813,123.0,5.62563927719,46.0
4109,12582,0,4.03911252,10.919047619,63.0,5.76201841118,9.0
4111,12584,0,4.476419048,10.5955223881,67.0,5.83020797818,20.0
4115,12594,0,3.731319534,7.99696969697,132.0,6.17115581316,27.0
4117,12596,0,2.969399093,5.27160493827,81.0,6.23934538016,44.0
4119,12602,0,2.814307334,7.16022727273,88.0,6.44391408115,37.0
4121,12604,0,3.842496513,8.08936170213,47.0,6.51210364814,15.0
4123,12624,0,3.464801444,5.8813559322,59.0,7.1939993181,79.0
4125,12632,0,4.101633028,9.61594202899,138.0,7.46675758609,9.0
4127,12642,0,4.419511111,10.5209677419,62.0,7.80770542107,7.0
4129,12644,0,3.870320366,9.29694444444,72.0,7.87589498807,41.0
4133,12654,0,5.879301165,10.7277108434,83.0,8.21684282305,20.0
4135,12656,0,4.766016393,6.84545454545,22.0,8.28503239004,53.0
4137,12666,0,5.130015314,12.2816326531,49.0,8.62598022503,28.0
4139,12668,0,4.641514243,11.1611111111,54.0,8.69416979202,73.0
4141,12676,0,5.814676724,11.5147058824,68.0,8.96692806001,158.0
4143,12690,0,4.547254658,11.4991735537,121.0,9.44425502898,4.0
4145,12696,0,4.430194175,5.82987341772,79.0,9.64882372997,120.0
4147,12702,0,5.32276,10.9722222222,72.0,9.85339243096,40.0
4149,12708,0,4.730200669,13.2577777778,45.0,10.0579611319,40.0
4151,12710,0,4.772871287,9.55573770492,61.0,10.1261506989,14.0
4153,12712,0,4.307574468,9.2425,40.0,10.1943402659,10.0
4157,12724,0,3.931621622,8.04423076923,52.0,10.6034776679,13.0
4159,12726,0,4.255641026,16.9109615385,52.0,10.6716672349,28.0
4163,12744,0,5.198571429,8.40384615385,208.0,11.2853733379,15.0
4167,12756,0,3.425553047,7.41724137931,29.0,11.6945107399,71.0
4169,12758,0,2.831577017,7.125,20.0,11.7627003069,31.0
4171,12764,0,3.126141553,11.1107142857,28.0,11.9672690078,8.0
4175,12780,0,4.099163763,8.65245901639,61.0,12.5127855438,40.0
4177,12794,0,5.147722908,9.25670731707,82.0,12.9901125128,4.0
4179,12800,0,3.156293888,7.19027777778,72.0,13.1946812138,44.0
4181,12804,0,5.072480315,10.7959183673,49.0,13.3310603478,6.0
4183,12808,0,4.115959885,9.81224489796,49.0,13.4674394818,7.0
4185,12812,0,2.819970588,6.62941176471,17.0,13.6038186158,204.0
4189,12818,0,3.718388626,11.3619047619,21.0,13.8083873167,54.0
4191,12820,0,4.280290598,8.01142857143,35.0,13.8765768837,13.0
4193,12822,0,4.68789823,7.80454545455,22.0,13.9447664507,37.0
4195,12824,0,4.114634615,8.2092,25.0,14.0129560177,12.0
4197,12840,0,5.427922705,8.92264150943,53.0,14.5584725537,14.0
4199,12844,0,4.492373333,5.97169811321,53.0,14.6948516877,86.0
4201,12846,0,4.614171429,7.86046511628,86.0,14.7630412547,36.0
4203,12850,0,3.908962451,7.07872340426,94.0,14.8994203887,107.0
4205,12860,0,4.089529412,9.05040650407,123.0,15.2403682237,33.0
4207,12870,0,4.264889267,8.48846153846,26.0,15.5813160586,32.0
4209,12872,0,7.035900621,9.16764705882,34.0,15.6495056256,155.0
4211,12876,0,5.197048193,8.44473684211,38.0,15.7858847596,13.0
4213,12884,0,4.196496599,12.5709090909,55.0,16.0586430276,82.0
4215,12890,0,3.709263623,4.53260869565,46.0,16.2632117286,83.0
4217,12892,0,5.504350649,14.8617283951,81.0,16.3314012956,33.0
4223,12902,0,5.414780316,8.54868421053,76.0,16.6723491306,15.0
4227,12908,0,4.570652529,7.16111111111,54.0,16.8769178316,58.0
4229,12916,0,5.143994565,7.62,45.0,17.1496760996,151.0
4231,12926,0,3.902411674,8.07173913043,46.0,17.4906239345,17.0
4235,12938,0,4.442609524,7.11791044776,67.0,17.8997613365,158.0
4237,12940,0,4.314676724,9.51330275229,109.0,17.9679509035,20.0
4239,12952,0,3.19585504,7.78360655738,61.0,18.3770883055,9.0
4241,12954,0,4.945279255,7.99795918367,49.0,18.4452778725,26.0
4243,12956,0,3.751454545,9.15263157895,38.0,18.5134674395,24.0
4247,12966,0,3.880911901,5.9143902439,82.0,18.8544152745,14.0
4249,12968,0,3.862579505,7.24161290323,62.0,18.9226048415,9.0
4255,12992,0,1.939126506,7.26,5.0,19.7408796454,34.0
4257,12996,0,2.910475185,10.765625,32.0,19.8772587794,78.0
4259,13012,0,5.077833066,11.6472222222,72.0,20.4227753154,16.0
4261,13020,0,3.467617689,15.8171428571,35.0,20.6955335834,98.0
4263,13028,0,2.258442408,11.5592592593,27.0,20.9682918513,25.0
4265,13034,0,4.032701909,10.21875,32.0,21.1728605523,5.0
4267,13038,0,3.907251101,8.54042553191,94.0,21.3092396863,27.0
4269,13046,0,3.977116788,8.61428571429,63.0,21.5819979543,84.0
4271,13048,0,4.791488372,7.48,40.0,21.6501875213,7.0
4273,13052,0,3.120475504,8.65405405405,37.0,21.7865666553,8.0
4277,13058,0,4.037941567,8.55142857143,35.0,21.9911353563,15.0
4279,13060,0,4.18896875,10.4704347826,23.0,22.0593249233,17.0
4281,13068,0,5.355729537,7.74696969697,66.0,22.3320831913,6.0
4283,13074,0,4.0262875,7.44777777778,90.0,22.5366518923,8.0
4287,13090,0,4.037793241,5.51764705882,17.0,23.0821684282,23.0
4289,13094,0,4.616380814,11.2736111111,72.0,23.2185475622,4.0
4291,13098,0,4.774080371,10.0759493671,79.0,23.3549266962,13.0
4293,13104,0,3.856056338,6.99,30.0,23.5594953972,39.0
4295,13108,0,4.837708006,10.6066666667,21.0,23.6958745312,11.0
4297,13116,0,4.785878906,13.3666666667,63.0,23.9686327992,22.0
4299,13120,0,3.858484252,9.35756756757,74.0,24.1050119332,83.0
4301,13124,0,5.280365297,10.938372093,172.0,24.2413910672,69.0
4303,13126,0,5.17283208,10.23125,80.0,24.3095806342,1.0
4305,13128,0,6.03675,12.15546875,128.0,24.3777702012,22.0
4307,13130,0,4.442265943,9.91391304348,115.0,24.4459597682,37.0
4309,13136,0,4.159497848,9.23541666667,72.0,24.6505284691,30.0
4311,13146,0,4.960635179,6.66739130435,46.0,24.9914763041,86.0
4313,13148,0,3.727402344,6.56571428571,35.0,25.0596658711,29.0
4317,13158,0,3.705852349,4.87323943662,71.0,25.4006137061,51.0
4319,13172,0,3.563322751,14.6747368421,57.0,25.8779406751,13.0
4321,13180,0,2.938253783,7.83013333333,75.0,26.1506989431,32.0
4325,13196,0,3.649746269,8.63111111111,45.0,26.696215479,9.0
4327,13198,0,3.985769854,6.96962025316,79.0,26.764405046,24.0
4329,13202,0,5.058377088,9.5829787234,47.0,26.90078418,6.0
4331,13212,0,3.498113475,7.8555,20.0,27.241732015,69.0
4333,13214,0,4.740974576,9.743,20.0,27.309921582,94.0
4335,13216,0,4.824432718,9.85824175824,91.0,27.378111149,39.0
4337,13220,0,3.69423493,5.89189189189,37.0,27.514490283,86.0
4339,13232,0,3.783674753,5.72602739726,292.0,27.923627685,68.0
4341,13236,0,4.021745201,8.3987804878,82.0,28.060006819,2.0
4343,13240,0,5.318198198,8.59019607843,51.0,28.1963859529,31.0
4345,13242,0,7.154903226,12.3046875,64.0,28.2645755199,15.0
4349,13246,0,3.194390651,10.425,28.0,28.4009546539,24.0
4353,13258,0,4.692739541,6.22234042553,94.0,28.8100920559,38.0
4355,13262,0,3.594763573,5.49836065574,61.0,28.9464711899,124.0
4363,13276,0,4.837770898,10.2272727273,33.0,29.4237981589,29.0
4365,13288,0,2.909144487,7.47586206897,58.0,29.8329355609,8.0
4367,13292,0,5.906235489,9.83945578231,147.0,29.9693146949,10.0
4369,13300,0,4.107572062,8.37678571429,56.0,30.2420729628,27.0
4377,13314,0,3.058577982,7.60833333333,48.0,30.7193999318,43.0
4379,13316,0,4.714795539,7.91967213115,61.0,30.7875894988,27.0
4381,13320,0,3.743357453,7.89259259259,27.0,30.9239686328,51.0
4383,13324,0,2.589479905,10.0857627119,59.0,31.0603477668,16.0
4385,13326,0,5.341165312,12.0278947368,38.0,31.1285373338,55.0
4387,13330,0,5.709085366,9.26530612245,49.0,31.2649164678,52.0
4389,13332,0,4.360488432,4.17714285714,35.0,31.3331060348,122.0
4391,13342,0,4.774117647,6.63333333333,54.0,31.6740538698,17.0
4393,13348,0,3.517133059,8.6575,40.0,31.8786225707,33.0
4397,13358,0,4.037272727,11.4692307692,26.0,32.2195704057,62.0
4399,13372,0,3.291344743,9.44328358209,67.0,32.6968973747,13.0
4401,13376,0,5.246583493,17.684,25.0,32.8332765087,5.0
4403,13384,0,3.223747323,7.27115942029,69.0,33.1060347767,10.0
4405,13396,0,4.568161435,8.56350515464,97.0,33.5151721787,16.0
4407,13398,0,4.641279863,9.67291666667,48.0,33.5833617457,22.0
4411,13404,0,5.349001919,10.2045205479,73.0,33.7879304466,4.0
4413,13410,0,2.777970027,7.184375,32.0,33.9924991476,18.0
4415,13414,0,4.126815718,9.14777777778,90.0,34.1288782816,46.0
4417,13416,0,4.372582418,8.68,55.0,34.1970678486,5.0
4419,13422,0,4.500152284,11.7644444444,45.0,34.4016365496,1.0
4421,13424,0,4.073978052,8.19230769231,26.0,34.4698261166,7.0
4425,13434,0,6.245869565,13.1416666667,24.0,34.8107739516,3.0
4427,13442,0,4.49978852,9.04090909091,22.0,35.0835322196,14.0
4429,13444,0,5.835433912,10.0181818182,55.0,35.1517217866,18.0
4431,13450,0,5.25174946,14.9102941176,68.0,35.3562904876,20.0
4433,13456,0,4.360565428,5.72941176471,34.0,35.5608591885,2.0
4435,13466,0,4.613240343,6.71714285714,35.0,35.9018070235,10.0
4439,13472,0,4.642177778,7.31,40.0,36.1063757245,5.0
4441,13476,0,3.484470468,8.84242424242,66.0,36.2427548585,11.0
4443,13482,0,3.529015025,2.76,10.0,36.4473235595,37.0
4445,13486,0,5.673974359,16.3939759036,83.0,36.5837026935,18.0
4447,13492,0,4.249276896,11.3020833333,48.0,36.7882713945,13.0
4449,13494,0,3.573505276,5.90277777778,72.0,36.8564609615,42.0
4451,13500,0,3.432823779,4.58472222222,72.0,37.0610296625,35.0
4453,13504,0,4.442938931,8.67019230769,104.0,37.1974087965,8.0
4455,13508,0,3.448622351,9.80973451327,113.0,37.3337879304,39.0
4457,13510,0,4.116302251,7.11846153846,65.0,37.4019774974,10.0
4463,13526,0,5.712401961,10.6327659574,47.0,37.9474940334,2.0
4469,13554,0,4.254851852,13.0242424242,132.0,1.83783783784,18.0
4471,13562,0,4.451360239,7.1183908046,174.0,2.12612612613,52.0
4475,13576,0,3.81622816,10.1905660377,212.0,2.63063063063,9.0
4477,13596,0,3.770802834,8.21535714286,56.0,3.35135135135,19.0
4479,13598,0,4.26997908,6.696875,32.0,3.42342342342,39.0
4481,13602,0,4.78816944,7.33917525773,97.0,3.6036036036,33.0
4483,13614,0,4.18889715,7.02916666667,96.0,4.03603603604,67.0
4485,13630,0,5.466551724,9.99523809524,210.0,4.61261261261,10.0
4489,13636,0,5.058542141,12.2774193548,93.0,4.82882882883,29.0
4491,13638,0,5.374458805,6.99072164948,97.0,4.9009009009,2.0
4493,13646,0,4.519843972,8.4,76.0,5.18918918919,73.0
4495,13650,0,4.619815436,11.3446428571,56.0,5.33333333333,81.0
4497,13652,0,4.490055046,7.78993288591,149.0,5.40540540541,18.0
4499,13664,0,4.136271451,7.91041666667,96.0,5.83783783784,21.0
4501,13668,0,4.270123894,9.51063829787,94.0,5.98198198198,49.0
4503,13672,0,3.873180212,9.16,65.0,6.12612612613,47.0
4505,13678,0,6.257026379,12.9414285714,70.0,6.34234234234,8.0
4507,13690,0,5.914172749,8.78235294118,17.0,6.7027027027,16.0
4509,13698,0,4.715358166,12.3463917526,97.0,6.99099099099,10.0
4511,13700,0,4.008035191,12.6295454545,44.0,7.0990990991,44.0
4513,13710,0,3.828035088,10.7976744186,43.0,7.45945945946,27.0
4515,13714,0,3.401650943,6.24096385542,83.0,7.6036036036,70.0
4517,13718,0,3.165394191,12.7985714286,70.0,7.74774774775,2.0
4519,13720,0,3.4523498,8.89743589744,117.0,7.81981981982,82.0
4521,13728,0,4.121833333,10.0909473684,95.0,8.10810810811,115.0
4523,13736,0,5.04222597,16.6777777778,54.0,8.3963963964,11.0
4525,13738,0,5.4825,11.1625,80.0,8.46846846847,6.0
4527,13740,0,4.057757848,8.27261682243,107.0,8.54054054054,63.0
4529,13744,0,3.568619048,9.75464646465,99.0,8.68468468468,34.0
4531,13752,0,5.829794344,13.1593406593,91.0,8.97297297297,1.0
4533,13754,0,3.647627417,5.46219512195,82.0,9.04504504505,37.0
4535,13756,0,3.069102167,10.18,25.0,9.11711711712,18.0
4537,13762,0,4.702054054,7.50161290323,31.0,9.33333333333,1.0
4541,13782,0,3.9554323,7.07835526316,304.0,10.0540540541,65.0
4543,13792,0,4.196739927,7.65694444444,72.0,10.4144144144,54.0
4545,13798,0,4.403620352,11.9739726027,73.0,10.6306306306,31.0
4547,13804,0,3.499260628,7.15311827957,93.0,10.8828828829,23.0
4549,13814,0,4.528038585,9.13769230769,52.0,11.2432432432,15.0
4555,13830,0,6.461361502,10.5655555556,180.0,11.8198198198,9.0
4561,13840,0,5.269128205,10.3827160494,81.0,12.1801801802,2.0
4565,13852,0,2.61077728,8.59855072464,69.0,12.6126126126,126.0
4573,13876,0,3.823497268,10.5165502183,229.0,13.4774774775,8.0
4575,13880,0,3.774391447,6.58303571429,112.0,13.6216216216,11.0
4577,13882,0,4.724796137,8.06728971963,214.0,13.6936936937,15.0
4579,13884,0,5.068421053,14.9461538462,26.0,13.7657657658,22.0
4581,13886,0,4.293884892,5.22303370787,178.0,13.8378378378,5.0
4583,13888,0,4.854711538,7.11132075472,53.0,13.9099099099,2.0
4585,13904,0,3.704097065,9.84,40.0,14.5225225225,4.0
4587,13916,0,3.462077114,6.89375,64.0,14.954954955,54.0
4589,13930,0,3.887137097,7.43026315789,76.0,15.4594594595,73.0
4591,13932,0,3.851839827,9.74530612245,49.0,15.5315315315,19.0
4593,13938,0,5.123682093,8.75428571429,105.0,15.7477477477,4.0
4595,13946,0,4.303181818,6.76703910615,179.0,16.036036036,73.0
4597,13954,0,3.90064951,8.55510204082,98.0,16.3243243243,119.0
4599,13958,0,4.806258993,8.70416666667,48.0,16.4684684685,14.0
4601,13964,0,5.47541471,8.85147058824,136.0,16.6846846847,14.0
4603,13978,0,3.873672261,7.71644444444,90.0,17.1891891892,34.0
4605,13980,0,5.067083333,9.25340909091,88.0,17.2612612613,36.0
4607,13988,0,3.86727672,8.42807017544,57.0,17.5495495495,23.0
4609,14000,0,4.108834688,5.93815028902,173.0,17.9459459459,40.0
4611,14020,0,5.463123732,10.1223404255,94.0,18.6666666667,37.0
4613,14022,0,2.759675926,6.86149425287,174.0,18.7387387387,113.0
4615,14026,0,5.495303738,5.07105263158,76.0,18.8828828829,31.0
4617,14028,0,4.723684211,7.33733333333,150.0,18.954954955,2.0
4619,14030,0,3.840665584,9.00721649485,97.0,19.027027027,39.0
4623,14052,0,4.072847411,9.25272727273,55.0,19.7477477477,17.0
4625,14056,0,3.259291465,14.932972973,37.0,19.8918918919,27.0
4627,14058,0,4.071746032,6.76974169742,271.0,19.963963964,66.0
4629,14066,0,5.418066298,10.6629032258,62.0,20.2522522523,95.0
4631,14068,0,3.454492386,10.2375,40.0,20.3243243243,118.0
4633,14098,0,5.965190058,8.42461538462,130.0,21.3333333333,50.0
4635,14106,0,3.852536116,19.7970149254,67.0,21.6576576577,18.0
4637,14114,0,4.266433692,8.17777777778,36.0,21.9459459459,22.0
4639,14116,0,5.068333333,10.3325,40.0,22.018018018,40.0
4641,14118,0,5.000104849,10.7145454545,55.0,29.9504950495,42.0
4643,14132,0,4.257687596,7.68529411765,34.0,22.5225225225,166.0
4645,14140,0,3.339526316,10.7813186813,91.0,22.8108108108,32.0
4647,14142,0,3.956953224,12.1433962264,106.0,22.8828828829,14.0
4649,14144,0,3.607786753,9.14652542373,118.0,22.954954955,16.0
4651,14148,0,4.652417582,9.32673796791,187.0,23.0990990991,4.0
4653,14162,0,5.05277707,10.4641509434,106.0,23.6036036036,22.0
4655,14168,0,3.652205438,7.38484848485,33.0,23.8198198198,33.0
4657,14172,0,3.711024531,6.95581395349,43.0,23.963963964,18.0
4659,14174,0,2.61300885,8.40622641509,53.0,24.036036036,19.0
4661,14176,0,3.817094431,17.9797979798,99.0,24.1081081081,58.0
4663,14180,0,3.342038961,9.775,64.0,24.2522522523,38.0
4665,14182,0,5.156687737,11.3937984496,129.0,24.3243243243,38.0
4667,14184,0,6.809473106,10.921092437,119.0,24.3963963964,14.0
4669,14194,0,4.63357002,8.17307692308,52.0,24.7567567568,80.0
4671,14202,0,4.59323601,9.27553191489,94.0,25.045045045,2.0
4673,14204,0,4.943602585,12.7127659574,47.0,25.1171171171,65.0
4675,14206,0,5.927442244,9.38636363636,154.0,25.1891891892,30.0
4677,14208,0,6.51042042,10.4333333333,126.0,25.2612612613,25.0
4679,14212,0,4.145031185,10.0530693069,101.0,25.3333333333,22.0
4681,14218,0,4.869656992,15.7026785714,112.0,25.5495495495,14.0
4683,14236,0,5.707275,10.7521126761,71.0,26.1981981982,4.0
4685,14238,0,4.777768595,12.9030136986,73.0,26.2702702703,12.0
4689,14276,0,4.425714286,9.41071428571,140.0,27.6396396396,22.0
4691,14290,0,3.634086957,6.05897058824,68.0,28.1441441441,48.0
4693,14292,0,3.136431981,8.82909090909,55.0,28.2162162162,18.0
4695,14296,0,4.233913043,6.76781609195,87.0,28.3603603604,9.0
4701,14304,0,5.327801508,10.1613138686,137.0,30.9405940594,44.0
4703,14310,0,3.718868421,11.4625714286,70.0,28.7927927928,32.0
4705,14314,0,4.306099707,4.90546875,256.0,28.9369369369,92.0
4709,14320,0,4.140410959,8.69795918367,98.0,29.1531531532,17.0
4713,14340,0,3.719305882,8.12524271845,103.0,29.8738738739,34.0
4715,14346,0,2.534556314,7.51851851852,27.0,30.0900900901,64.0
4717,14350,0,3.436690998,7.47344262295,61.0,30.2342342342,49.0
4719,14360,0,5.34487725,12.5056818182,88.0,30.5945945946,3.0
4723,14372,0,3.647368421,4.68695652174,115.0,31.027027027,114.0
4727,14382,0,5.335176282,9.40885245902,122.0,31.3873873874,4.0
4729,14384,0,4.880857143,11.6997560976,82.0,31.4594594595,45.0
4731,14386,0,3.879779614,5.63271028037,214.0,31.5315315315,6.0
4733,14398,0,4.575238784,7.61973684211,76.0,31.963963964,22.0
4735,14400,0,4.165164835,4.45555555556,18.0,32.036036036,28.0
4737,14414,0,4.926777164,9.41147540984,61.0,32.4684684685,18.0
4739,14420,0,3.339779338,8.32,60.0,32.6846846847,104.0
4741,14422,0,4.63985348,14.1384615385,104.0,32.7567567568,13.0
4743,14428,0,3.790326223,8.50551724138,58.0,32.972972973,16.0
4747,14448,0,4.23045961,8.30588235294,17.0,33.6936936937,17.0
4751,14454,0,4.069414802,13.1837209302,86.0,33.9099099099,14.0
4753,14460,0,4.535469388,7.56623376623,77.0,34.1261261261,60.0
4755,14466,0,4.713653396,9.78474576271,59.0,34.3423423423,6.0
4757,14470,0,3.81376506,10.1194915254,118.0,34.4864864865,11.0
4759,14486,0,4.346103226,8.80027027027,148.0,35.0630630631,34.0
4761,14492,0,3.460354707,9.8380952381,21.0,35.2792792793,3.0
4763,14494,0,5.351760204,10.4095238095,273.0,35.3513513514,62.0
4765,14496,0,5.289017433,10.0402515723,159.0,35.4234234234,95.0
4769,14500,0,3.409328467,12.994375,32.0,35.5675675676,78.0
4771,14502,0,4.344699367,7.944,100.0,35.6396396396,54.0
4773,14506,0,4.393538231,8.79872180451,133.0,35.7117117117,35.0
4775,14508,0,3.255886736,9.0674796748,123.0,35.7837837838,10.0
