stu_id,avg_s,avg_c,mon_count_c,topN,times
12630,4.252404762,9.353333333,135.0,7.40361651314,33.0
12631,4.927245179,10.90097087,206.0,7.43773456158,4.0
12638,4.427708895,11.23333333,24.0,7.67656090072,4.0
12639,4.683935743,6.077777778,18.0,7.71067894916,7.0
12648,5.370246914,9.3425,40.0,8.01774138519,38.0
12649,5.298305556,5.978431373,51.0,8.05185943364,43.0
12658,3.487183099,11.04177215,79.0,8.35892186967,18.0
12659,3.561869301,8.415116279,86.0,8.39303991812,21.0
12660,4.07482389,7.281818182,55.0,8.42715796656,28.0
12661,4.467665706,9.334782609,46.0,8.46127601501,3.0
12664,4.479820896,9.691935484,62.0,8.56363016035,2.0
12665,4.998231441,7.856521739,69.0,8.5977482088,1.0
12674,3.67827534,10.50555556,18.0,8.90481064483,54.0
12675,3.91694964,4.765254237,59.0,8.93892869328,39.0
12678,4.0492,8.175555556,63.0,9.04128283862,17.0
12679,4.832748815,8.474117647,85.0,9.07540088707,37.0
12680,4.450132979,16.79464789,71.0,9.10951893552,10.0
12681,5.336550633,12.97452381,42.0,9.14363698396,8.0
12682,4.277604563,11.36,30.0,9.17775503241,11.0
12683,4.758904959,19.40847458,59.0,9.21187308086,23.0
12686,4.891482702,8.616027397,146.0,9.3142272262,43.0
12687,5.242405272,9.960645161,124.0,9.34834527465,6.0
12688,4.441522556,12.77428571,35.0,9.3824633231,33.0
12689,4.946807692,9.44,25.0,9.41658137155,13.0
12692,4.446122754,6.428,50.0,9.51893551689,7.0
12693,4.237243736,3.562592593,27.0,9.55305356534,4.0
12698,3.879043321,7.6075,40.0,9.72364380757,62.0
12699,4.499841772,9.182978723,47.0,9.75776185602,36.0
12704,4.163502415,12.11767442,43.0,9.92835209826,76.0
12705,4.114982079,7.194444444,54.0,9.96247014671,12.0
12716,4.151965944,15.55833333,24.0,10.3377686796,43.0
12717,4.770046296,6.48984375,64.0,10.3718867281,10.0
12722,4.536193548,9.275510204,49.0,10.5424769703,1.0
12723,4.317596899,7.641509434,53.0,10.5765950188,9.0
12734,3.99194745,19.07916667,48.0,10.9518935517,0.0
12735,3.880274348,17.27428571,35.0,10.9860116001,2.0
12736,4.866085526,13.9862069,29.0,11.0201296486,50.0
12737,5.615248322,8.802941176,34.0,11.054247697,41.0
12738,3.569661017,8.966346154,52.0,11.0883657455,23.0
12739,4.78264095,6.165384615,65.0,11.1224837939,2.0
12748,4.354401349,8.889795918,49.0,11.42954623,5.0
12749,4.644405145,8.210204082,98.0,11.4636642784,2.0
12750,3.815976676,8.144927536,69.0,11.4977823269,0.0
12751,5.863496933,10.94883721,43.0,11.5319003753,0.0
12760,4.393528455,10.61376812,69.0,11.8389628113,5.0
12761,5.976638478,9.568918919,74.0,11.8730808598,2.0
12762,4.655858951,7.021917808,73.0,11.9071989082,71.0
12763,4.067122862,9.74,60.0,11.9413169567,141.0
12768,4.177332016,8.404347826,69.0,12.1119071989,16.0
12769,4.194739454,9.406818182,44.0,12.1460252474,32.0
12770,3.186327684,6.933684211,38.0,12.1801432958,52.0
12771,3.791372913,5.141666667,36.0,12.2142613443,52.0
12778,4.119821718,12.93818182,55.0,12.4530876834,49.0
12779,5.7085,6.978125,32.0,12.4872057318,23.0
12784,3.999625213,10.60030303,66.0,12.6577959741,49.0
12785,5.543752418,9.28125,32.0,12.6919140225,30.0
12786,3.382981878,13.01219512,41.0,12.726032071,111.0
12787,3.847750473,10.24509804,51.0,12.7601501194,43.0
12788,4.003224894,7.19375,64.0,12.7942681679,44.0
12789,4.389013255,8.573214286,56.0,12.8283862163,17.0
12790,4.369882813,21.23150685,73.0,12.8625042648,1.0
12791,5.638044693,19.13928571,84.0,12.8966223132,1.0
12796,5.107882497,8.433333333,93.0,13.0672125554,17.0
12797,6.331865889,12.73898305,59.0,13.1013306039,6.0
12806,5.765842857,11.3826087,69.0,13.4083930399,0.0
12807,5.837885615,10.70735294,68.0,13.4425110884,0.0
12828,3.909025845,8.795744681,47.0,14.1589901058,8.0
12829,3.186143667,6.426315789,38.0,14.1931081542,6.0
12830,3.918558282,10.77142857,56.0,14.2272262027,19.0
12831,4.497710623,7.030769231,91.0,14.2613442511,13.0
12832,3.689267956,7.828,25.0,14.2954622996,50.0
12833,3.688818898,5.892,50.0,14.329580348,29.0
12834,2.691648352,6.169230769,26.0,14.3636983965,32.0
12835,2.257629911,2.77,10.0,14.3978164449,20.0
12836,4.586736959,13.848,75.0,14.4319344933,54.0
12837,5.243539446,9.860204082,98.0,14.4660525418,14.0
12838,4.302019364,10.9,57.0,14.5001705902,13.0
12839,5.187302326,8.110344828,116.0,14.5342886387,35.0
12848,3.927315914,7.112376238,202.0,14.8413510747,63.0
12849,4.514558646,7.730463576,151.0,14.8754691232,14.0
12856,4.451951952,12.53235294,68.0,15.1142954623,14.0
12857,4.862592593,9.030357143,112.0,15.1484135107,0.0
12874,5.745803922,11.946875,64.0,15.7284203344,49.0
12875,6.796851064,14.67024096,83.0,15.7625383828,7.0
12878,4.312703863,7.9875,40.0,15.8648925281,0.0
12879,5.79049217,9.047826087,46.0,15.8990105766,0.0
12882,3.049499037,7.016,50.0,16.0013647219,146.0
12883,3.073323263,5.347457627,59.0,16.0354827704,33.0
12888,4.305162455,9.398333333,36.0,16.2060730126,30.0
12889,4.922651934,14.07837838,37.0,16.2401910611,10.0
12896,6.501656805,14.27926829,82.0,16.4790174002,68.0
12897,6.25019802,11.40089686,223.0,16.5131354487,0.0
12910,4.333891336,15.26862745,51.0,16.9566700785,35.0
12911,5.128825832,6.558928571,56.0,16.9907881269,47.0
12914,4.215848214,6.586666667,30.0,17.0931422723,63.0
12915,5.427679558,8.596551724,29.0,17.1272603207,4.0
12920,2.794219745,9.5875,8.0,17.2978505629,27.0
12921,3.128417553,4.227017544,57.0,17.3319686114,62.0
12930,4.336356784,8.075,28.0,17.6390310474,22.0
12931,4.6064,7.108333333,12.0,17.6731490959,12.0
12936,4.043181818,7.746835443,79.0,17.8437393381,47.0
12937,3.739048474,5.018556701,97.0,17.8778573866,33.0
12942,3.583520833,7.263043478,46.0,18.0484476288,45.0
12943,3.464371373,6.574626866,67.0,18.0825656772,43.0
12944,4.019965398,5.854385965,57.0,18.1166837257,37.0
12945,4.139177419,6.68,60.0,18.1508017741,20.0
12946,5.60637931,11.01263158,95.0,18.1849198226,4.0
12947,5.318295019,10.92255639,133.0,18.219037871,7.0
12948,5.012804314,11.36167665,167.0,18.2531559195,23.0
12949,5.54474443,7.92875,160.0,18.2872739679,18.0
12960,3.588514589,6.367391304,46.0,18.6625725009,84.0
12961,4.235317139,6.769620253,79.0,18.6966905493,67.0
12964,3.635926366,6.944262295,61.0,18.7990446946,25.0
12965,4.094423963,7.137051282,78.0,18.8331627431,0.0
12970,3.843966942,8.009787234,47.0,19.0037529853,54.0
12971,5.212763158,5.450819672,122.0,19.0378710338,25.0
12972,3.67656215,7.069014085,71.0,19.0719890822,34.0
12973,3.639060206,7.179016393,122.0,19.1061071307,12.0
12982,3.891865204,6.075,32.0,19.4131695667,76.0
12983,4.475393053,4.846099291,141.0,19.4472876151,180.0
12984,4.611670673,8.256521739,46.0,19.4814056636,4.0
12985,5.159588477,8.898809524,84.0,19.515523712,4.0
12986,5.357310513,11.95402985,67.0,19.5496417605,2.0
12987,6.735019455,9.796666667,90.0,19.5837598089,0.0
12990,3.122457831,7.315909091,44.0,19.6861139543,10.0
12991,3.314859438,7.994594595,74.0,19.7202320027,0.0
12994,4.29499044,11.34029851,67.0,19.8225861481,26.0
12995,5.395375,9.04939759,83.0,19.8567041965,12.0
13000,3.707064439,9.035294118,51.0,20.0272944388,35.0
13001,4.667125749,9.419444444,72.0,20.0614124872,22.0
13004,3.750962963,7.470149254,67.0,20.1637666325,33.0
13005,5.193155556,8.103985507,138.0,20.197884681,18.0
13006,4.239063032,11.40770833,96.0,20.2320027294,12.0
13007,4.570769231,10.52080537,149.0,20.2661207779,21.0
13008,3.89653088,8.442592593,54.0,20.3002388263,136.0
13009,5.134332756,7.762280702,114.0,20.3343568748,136.0
13010,5.060783133,11.05984252,127.0,20.3684749232,28.0
13011,5.316946108,10.21130802,237.0,20.4025929717,0.0
13016,3.354717742,6.886363636,44.0,20.5731832139,76.0
13017,4.028253205,6.251607143,56.0,20.6073012624,17.0
13018,3.709363636,7.646666667,60.0,20.6414193108,24.0
13019,5.730208333,7.331168831,154.0,20.6755373593,59.0
13022,3.907227171,4.925,40.0,20.7778915046,49.0
13023,4.382767599,7.23625,80.0,20.8120095531,76.0
13024,3.737805281,6.494871795,78.0,20.8461276015,31.0
13025,4.499022298,5.668,125.0,20.8802456499,33.0
13044,3.882927835,7.565217391,23.0,21.5284885705,43.0
13045,4.087790698,6.584090909,44.0,21.5626066189,9.0
13056,3.937431782,10.61829268,82.0,21.9379051518,84.0
13057,4.505431472,8.557534247,73.0,21.9720232003,57.0
13064,4.333512111,8.477241379,87.0,22.2108495394,20.0
13065,4.068637931,8.01975,80.0,22.2449675879,4.0
13066,3.366091429,10.26238806,67.0,22.2790856363,59.0
13067,3.62334126,7.712195122,82.0,22.3132036847,30.0
13070,5.650118168,12.13962264,53.0,22.4155578301,4.0
13071,5.303622047,9.360377358,53.0,22.4496758785,0.0
13072,5.385962596,13.33684211,57.0,22.483793927,2.0
13073,6.424714286,13.5137931,58.0,22.5179119754,0.0
13076,4.720430622,7.537037037,54.0,22.6202661208,26.0
13077,5.582997859,8.025974026,77.0,22.6543841692,22.0
13080,5.473617945,8.6,25.0,22.7567383146,9.0
13081,6.844021025,8.44,5.0,22.790856363,0.0
13082,5.787442095,10.67086093,151.0,22.8249744115,32.0
13083,5.615824607,11.85263158,57.0,22.8590924599,10.0
13084,6.376866567,12.67391304,23.0,22.8932105084,12.0
13085,5.731113689,8.091666667,36.0,22.9273285568,6.0
13112,5.775129032,8.797619048,84.0,23.8485158649,0.0
13113,5.155384615,9.381818182,44.0,23.8826339133,0.0
13114,5.160402145,7.847916667,48.0,23.9167519618,34.0
13115,4.260738462,7.798039216,51.0,23.9508700102,4.0
13118,4.069510358,9.589459459,74.0,24.0532241556,86.0
13119,5.157970588,8.635294118,34.0,24.087342204,43.0
13122,4.950800493,10.38055556,36.0,24.1896963494,0.0
13123,5.913704974,7.9,21.0,24.2238143978,0.0
13142,4.270456204,9.880263158,76.0,24.8720573183,2.0
13143,4.243287129,8.653333333,75.0,24.9061753668,11.0
13152,4.314661017,8.818390805,87.0,25.2132378028,0.0
13153,4.685454545,10.76515152,66.0,25.2473558512,0.0
13154,4.189216102,18.51451613,62.0,25.2814738997,0.0
13155,5.231505792,8.640540541,74.0,25.3155919481,11.0
13166,5.306441224,7.605825243,103.0,25.6908904811,0.0
13167,6.791028037,7.165,80.0,25.7250085295,0.0
13178,2.61394702,9.884878049,82.0,26.1003070624,110.0
13179,3.255609756,7.240740741,27.0,26.1344251109,20.0
13184,5.376201299,10.49130435,23.0,26.3050153531,13.0
13185,4.962275862,10.82758621,29.0,26.3391334016,0.0
13186,4.656828571,10.22727273,11.0,26.37325145,0.0
13187,3.480514286,9.530434783,23.0,26.4073694985,0.0
13204,4.877523277,7.394615385,104.0,26.9873763221,23.0
13205,5.393070175,9.936914286,175.0,27.0214943705,2.0
13210,4.630236842,8.405217391,115.0,27.1920846128,18.0
13211,5.386474164,12.79126214,103.0,27.2262026612,3.0
13226,4.156741176,7.633333333,66.0,27.7379733879,28.0
13227,4.143745098,6.226,200.0,27.7720914364,10.0
13228,3.875173913,9.937157895,95.0,27.8062094848,8.0
13229,4.555914221,9.260344828,58.0,27.8403275333,10.0
13230,4.214235925,12.782,100.0,27.8744455817,61.0
13231,4.510646388,9.325,108.0,27.9085636302,24.0
13234,4.385037037,8.984444444,45.0,28.0109177755,18.0
13235,5.793912387,12.59021277,47.0,28.045035824,27.0
13238,4.506523605,8.62,55.0,28.1473899693,40.0
13239,4.642511628,5.98,55.0,28.1815080177,12.0
13248,5.44622807,11.40689655,58.0,28.4885704538,0.0
13249,5.585229885,10.925,44.0,28.5226885022,0.0
13260,3.550469925,4.087164751,261.0,28.8979870351,0.0
13261,3.966113307,4.956864198,405.0,28.9321050836,6.0
13264,3.265101266,5.102688172,93.0,29.0344592289,22.0
13265,3.653469602,6.848157895,76.0,29.0685772774,51.0
13266,3.874395887,5.074242424,132.0,29.1026953258,17.0
13267,4.483911343,5.782432432,148.0,29.1368133743,27.0
13268,4.955843882,7.60048,125.0,29.1709314227,0.0
13269,4.253148734,5.219753086,162.0,29.2050494712,6.0
13278,3.840793451,12.475,36.0,29.5121119072,4.0
13279,3.930213483,7.030434783,23.0,29.5462299556,4.0
13280,3.683535714,6.978431373,51.0,29.5803480041,0.0
13281,3.60621875,4.5125,24.0,29.6144660525,35.0
13290,6.253159785,8.226899225,129.0,29.9215284886,10.0
13291,5.470766823,7.132919255,161.0,29.955646537,40.0
13294,3.017340824,8.35,52.0,30.0580006824,23.0
13295,2.736015152,4.786956522,23.0,30.0921187308,0.0
13310,4.290825243,12.48229167,96.0,30.6038894575,16.0
13311,5.52512,9.540540541,37.0,30.638007506,9.0
13328,4.656530612,6.764516129,62.0,31.2180143296,88.0
13329,6.759608295,5.997647059,85.0,31.252132378,75.0
13340,1.969144943,9.175,16.0,31.627430911,2.0
13341,2.35871875,14.64,5.0,31.6615489594,2.0
13346,4.410928433,7.566216216,74.0,31.8321392016,14.0
13347,5.100411622,6.017142857,70.0,31.8662572501,1.0
13354,3.652901716,8.811538462,52.0,32.1050835892,0.0
13355,4.035724534,6.151111111,45.0,32.1392016377,8.0
13368,5.376253602,4.613043478,46.0,32.5827362675,1.0
13369,5.752689655,10.33833333,60.0,32.6168543159,0.0
13370,4.851443089,12.91086957,46.0,32.6509723644,31.0
13371,4.423991031,9.109322034,118.0,32.6850904128,25.0
13374,3.923121019,7.361403509,57.0,32.7874445582,117.0
13375,4.262028571,6.619934641,153.0,32.8215626066,83.0
13378,3.272147239,6.409230769,65.0,32.923916752,45.0
13379,3.937720588,4.6375,96.0,32.9580348004,89.0
13380,3.619153439,11.1,18.0,32.9921528489,0.0
13381,5.083934426,5.584125874,143.0,33.0262708973,0.0
13386,3.149253731,11.20214286,28.0,33.1968611395,9.0
13387,3.821516184,5.778441558,77.0,33.230979188,6.0
13390,6.392336601,11.32721519,79.0,33.3333333333,14.0
13391,5.0921875,8.183333333,57.0,33.3674513818,40.0
13394,4.614292866,8.766923077,117.0,33.4698055271,137.0
13395,5.062216015,6.584158416,101.0,33.5039235756,54.0
13412,4.945552283,11.6924812,133.0,34.0839303992,10.0
13413,5.896516634,10.60844156,154.0,34.1180484476,0.0
13426,5.561538462,12.06451613,31.0,34.5615830774,0.0
13427,4.576947674,9.5,72.0,34.5957011259,0.0
13428,4.311932367,12.51809524,84.0,34.6298191743,0.0
13429,4.232075,13.39594595,74.0,34.6639372228,0.0
13436,5.094319372,5.3,45.0,34.9027635619,1.0
13437,5.583982759,9.198550725,69.0,34.9368816104,4.0
13438,5.812264151,12.05514706,68.0,34.9709996588,0.0
13439,7.022710526,9.453333333,45.0,35.0051177073,0.0
13446,4.988913934,9.103703704,27.0,35.2439440464,24.0
13447,5.405588972,8.518604651,43.0,35.2780620948,31.0
13458,4.874814815,7.642424242,33.0,35.6533606278,5.0
13459,6.147975078,11.59756098,41.0,35.6874786762,0.0
13462,5.020987224,14.54375,112.0,35.7898328216,164.0
13463,5.077004951,12.8029661,118.0,35.82395087,69.0
13464,4.405947826,9.282661871,139.0,35.8580689185,0.0
13465,4.803601108,12.92929293,99.0,35.8921869669,4.0
13470,5.896557377,10.67142857,105.0,36.0627772091,0.0
13471,4.573634895,9.568103448,58.0,36.0968952576,0.0
13474,3.570943089,4.817142857,28.0,36.1992494029,0.0
13475,4.640409091,4.688596491,57.0,36.2333674514,0.0
13484,5.900880829,8.003660714,112.0,36.5404298874,22.0
13485,5.279790795,5.962886598,97.0,36.5745479359,40.0
13488,4.617520891,5.995,40.0,36.6769020812,25.0
13489,4.736181102,10.22105263,38.0,36.7110201296,19.0
13498,3.725770492,9.494444444,18.0,37.0180825657,88.0
13499,3.956969072,4.902272727,66.0,37.0522006141,88.0
13502,3.483933121,17.85384615,26.0,37.1545547595,38.0
13503,4.469419643,4.981481481,27.0,37.1886728079,73.0
13506,4.369208401,5.445833333,24.0,37.2910269533,18.0
13507,3.952589928,4.205555556,18.0,37.3251450017,20.0
13512,3.143090909,9.8984,125.0,37.4957352439,27.0
13513,3.407796143,8.278598131,107.0,37.5298532924,42.0
13520,4.774260516,6.542222222,45.0,37.7686796315,3.0
13521,4.840694444,5.840425532,47.0,37.80279768,0.0
13522,4.104136947,10.73442623,61.0,37.8369157284,1.0
13523,4.78447648,12.15909091,44.0,37.8710337769,0.0
13528,3.60766129,9.095945946,74.0,38.0416240191,57.0
13529,3.611767305,6.329444444,72.0,38.0757420676,67.0
13530,3.278119859,8.769830508,59.0,38.109860116,43.0
13531,3.782373068,4.947014925,67.0,38.1439781644,19.0
13532,3.019095477,4.9,12.0,38.1780962129,111.0
13533,3.479448276,1.791136364,44.0,38.2122142613,48.0
13536,3.924128,9.602912621,103.0,1.19349005425,55.0
13537,4.199357143,7.028356164,146.0,1.22965641953,2.0
13538,4.721036932,10.88114754,122.0,1.26582278481,11.0
13539,4.694253521,8.576506024,166.0,1.30198915009,21.0
13540,4.86856305,10.70617284,81.0,1.33815551537,23.0
13541,4.705582048,7.74,110.0,1.37432188065,24.0
13542,4.404376321,12.13181818,110.0,1.41048824593,4.0
13543,4.524939024,10.19528302,106.0,1.44665461121,0.0
13556,4.326732892,7.290972222,144.0,1.91681735986,12.0
13557,3.909414802,8.032352941,136.0,1.95298372514,27.0
13560,5.430495575,8.238983051,118.0,2.06148282098,117.0
13561,5.809768519,8.761111111,72.0,2.09764918626,49.0
13568,4.022905501,9.505934959,123.0,2.35081374322,13.0
13569,4.652020498,10.10452489,221.0,2.3869801085,18.0
13572,4.223989189,9.847071823,181.0,2.49547920434,31.0
13573,4.024221106,10.90608108,148.0,2.53164556962,70.0
13588,4.166069079,8.877272727,66.0,3.07414104882,30.0
13589,6.124291498,16.75869565,46.0,3.1103074141,18.0
13590,3.941085859,8.179710145,69.0,3.14647377939,13.0
13591,5.305403727,4.922368421,38.0,3.18264014467,15.0
13594,4.1009375,6.592307692,65.0,3.29113924051,22.0
13595,4.09884901,7.837704918,61.0,3.32730560579,21.0
13604,4.744245473,11.05815603,141.0,3.68896925859,6.0
13605,5.700963303,11.47731959,97.0,3.72513562387,1.0
13606,4.93842735,12.50322581,93.0,3.76130198915,17.0
13607,6.216882494,11.60120482,83.0,3.79746835443,13.0
13618,4.009147095,7.000144928,138.0,4.19529837251,16.0
13619,4.240445986,6.205228758,153.0,4.23146473779,3.0
13624,4.017098976,12.01333333,42.0,4.4122965642,23.0
13625,4.301042831,7.919473684,76.0,4.44846292948,2.0
13632,5.198809524,6.388679245,159.0,4.70162748644,12.0
13633,5.195501319,5.496116505,206.0,4.73779385172,69.0
13640,3.837730337,9.168292683,41.0,4.99095840868,14.0
13641,3.53431677,8.058666667,75.0,5.02712477396,17.0
13642,5.01202454,11.19662651,83.0,5.06329113924,0.0
13643,5.538151261,13.82028986,69.0,5.09945750452,11.0
13648,4.641719368,7.963653846,52.0,5.28028933092,9.0
13649,5.331815857,7.242424242,132.0,5.3164556962,46.0
13654,4.08868,11.05384615,26.0,5.4972875226,8.0
13655,5.604302789,6.531481481,54.0,5.53345388788,6.0
13656,4.048786127,8.573267327,101.0,5.56962025316,5.0
13657,5.671070111,7.491780822,73.0,5.60578661844,18.0
13658,4.734836957,11.39365079,63.0,5.64195298373,87.0
13659,4.814632153,11.41111111,72.0,5.67811934901,32.0
13662,3.930154143,7.45,80.0,5.78661844485,12.0
13663,3.873495702,4.791181102,127.0,5.82278481013,28.0
13674,5.714319728,9.029333333,75.0,6.22061482821,2.0
13675,4.257787482,9.581318681,91.0,6.25678119349,0.0
13680,4.826371951,6.894623656,93.0,6.43761301989,0.0
13681,3.780503145,6.473394495,109.0,6.47377938517,0.0
13686,3.629414226,11.27608696,46.0,27.8325123153,74.0
13687,4.032898551,4.974175824,91.0,28.078817734,36.0
13688,3.88655496,13.63656716,134.0,6.65461121157,56.0
13689,5.566816144,10.09493506,154.0,6.69077757685,15.0
13696,5.297792378,9.254310345,116.0,6.94394213382,12.0
13697,5.477180763,9.482352941,68.0,6.9801084991,17.0
13724,3.260831858,10.55714286,56.0,7.99276672694,41.0
13725,3.733081862,7.864634146,41.0,8.02893309222,12.0
13726,4.115422886,6.812,125.0,8.0650994575,29.0
13727,4.29565,6.531370968,124.0,8.10126582278,6.0
13730,4.339791377,13.25503876,129.0,8.20976491863,4.0
13731,4.763916914,11.59402174,184.0,8.24593128391,4.0
13734,3.511186441,8.53875,80.0,8.35443037975,125.0
13735,3.773203463,7.34377551,196.0,8.39059674503,88.0
13742,3.181714876,5.17375,80.0,8.64376130199,12.0
13743,4.705645161,6.947849462,93.0,8.67992766727,5.0
13746,3.179739922,13.78157895,38.0,8.78842676311,8.0
13747,3.693634409,10.4,120.0,8.82459312839,14.0
13768,4.560234987,9.506870229,131.0,9.58408679928,45.0
13769,5.256988796,8.554861111,144.0,9.62025316456,16.0
13770,4.279615385,7.801219512,82.0,9.65641952984,115.0
13771,4.811685714,8.72038835,103.0,9.69258589512,41.0
13772,5.364746163,9.163129252,147.0,9.7287522604,105.0
13773,6.387596302,7.632575758,132.0,9.76491862568,54.0
13778,4.309510204,6.562790698,86.0,9.94575045208,165.0
13779,4.811911765,6.996666667,150.0,9.98191681736,93.0
13780,4.93961165,8.931343284,67.0,10.0180831826,6.0
13781,5.565811518,8.386031746,63.0,10.0542495479,0.0
13784,4.012618658,7.302020202,99.0,10.1627486438,93.0
13785,3.886433121,6.624758621,145.0,10.198915009,89.0
13790,5.906743621,15.39761905,84.0,10.3797468354,79.0
13791,7.188205882,13.88125926,135.0,10.4159132007,19.0
13794,3.859574468,7.885333333,45.0,10.5244122966,86.0
13795,4.382073643,6.630487805,82.0,10.5605786618,10.0
13800,5.233129032,13.96623377,77.0,10.7775768535,5.0
13801,5.163289474,11.318,50.0,10.8137432188,0.0
13802,3.808849558,9.589589041,73.0,10.8499095841,35.0
13803,4.099377593,7.262921348,89.0,10.8860759494,18.0
13806,3.832138085,7.798795181,166.0,10.9945750452,4.0
13807,5.087771429,6.865757576,165.0,11.0307414105,0.0
13808,4.289953416,10.45774648,71.0,11.0669077758,4.0
13809,5.606577465,9.603869048,168.0,11.103074141,1.0
13812,4.921942149,7.608333333,60.0,11.2115732369,24.0
13813,3.535824176,6.727777778,18.0,11.2477396022,0.0
13842,3.1338833,8.686785714,112.0,12.2965641953,0.0
13843,4.402622108,9.862068966,203.0,12.3327305606,4.0
13848,3.860494572,12.53375,72.0,12.513562387,57.0
13849,5.669521912,12.40956835,139.0,12.5497287523,32.0
13862,4.055153707,8.992941176,85.0,13.0198915009,0.0
13863,4.47522807,7.345588235,136.0,13.0560578662,39.0
13864,4.101114865,7.891092437,119.0,13.0922242315,120.0
13865,4.151135371,7.952178218,101.0,13.1283905967,80.0
13866,3.829352113,9.583385214,257.0,13.164556962,2.0
13867,5.153388889,9.8713,300.0,13.2007233273,0.0
13870,2.794706724,8.254545455,55.0,13.3092224231,43.0
13871,2.963937947,6.840425532,47.0,13.3453887884,28.0
13874,4.586507937,8.034475524,143.0,13.4538878843,33.0
13875,4.283995006,9.264063927,219.0,13.4900542495,6.0
13892,1.995562347,8.074285714,35.0,14.1048824593,16.0
13893,2.336628571,5.427948718,195.0,14.1410488246,17.0
13902,3.502927757,8.764583333,48.0,14.5027124774,59.0
13903,4.154243542,6.388303571,112.0,14.5388788427,21.0
13906,3.906890574,8.41509434,53.0,14.6473779385,20.0
13907,4.764393939,5.81375,80.0,14.6835443038,14.0
13908,3.731782178,7.387037037,54.0,14.7197106691,47.0
13909,4.124565217,5.52,55.0,14.7558770344,29.0
13912,5.140762712,15.04326241,141.0,14.8643761302,9.0
13913,5.655045872,11.90444444,135.0,14.9005424955,0.0
13914,3.778899189,8.879310345,87.0,14.9367088608,16.0
13915,5.468667622,5.461538462,65.0,14.972875226,22.0
13918,4.016639118,7.367567568,111.0,15.0813743219,73.0
13919,3.674873164,7.508695652,115.0,15.1175406872,14.0
13922,4.465216049,6.375182482,137.0,15.226039783,105.0
13923,3.962058824,7.030534351,131.0,15.2622061483,8.0
13926,3.740360825,5.236170213,47.0,15.3707052441,13.0
13927,3.906378987,5.946153846,26.0,15.4068716094,7.0
13936,4.656646217,6.834567901,81.0,15.7323688969,4.0
13937,4.680209302,7.946990291,103.0,15.7685352622,0.0
13940,4.617439863,16.075,28.0,15.877034358,50.0
13941,5.850863724,10.23035714,56.0,15.9132007233,19.0
13944,5.039774127,14.84109589,73.0,16.0216998192,25.0
13945,5.187959866,9.113333333,30.0,16.0578661844,20.0
13956,3.313851091,6.988888889,45.0,16.4556962025,162.0
13957,4.654536517,4.89972973,74.0,16.4918625678,134.0
13962,5.221217949,8.243956044,91.0,16.6726943942,5.0
13963,5.067986577,6.163461538,104.0,16.7088607595,6.0
13968,3.664282983,7.170967742,62.0,16.8896925859,28.0
13969,4.517992832,6.592450331,151.0,16.9258589512,18.0
13970,5.231685761,11.38207547,106.0,16.9620253165,18.0
13971,4.992065491,6.288340807,223.0,16.9981916817,2.0
13972,4.672201018,7.65862069,58.0,17.034358047,114.0
13973,4.731576011,7.880519481,77.0,17.0705244123,102.0
13974,3.067317073,9.022727273,22.0,17.1066907776,48.0
13975,3.102650273,7.535714286,28.0,17.1428571429,34.0
13990,3.162245557,10.81724138,29.0,17.6853526221,54.0
13991,3.710791246,8.72,35.0,17.7215189873,16.0
13992,3.76911811,8.625,44.0,17.7576853526,10.0
13993,4.086702703,5.338095238,42.0,17.7938517179,0.0
13994,4.890689655,5.884318182,44.0,28.3251231527,55.0
13995,4.715331906,4.730434783,46.0,28.5714285714,54.0
13996,4.463199105,6.669795918,98.0,17.8300180832,30.0
13997,5.295634921,4.662096774,248.0,17.8661844485,8.0
13998,3.716478873,6.351322751,189.0,17.9023508137,27.0
13999,5.424333333,6.248111111,180.0,17.938517179,0.0
14002,4.1681875,6.423529412,119.0,18.0831826401,68.0
14003,4.548811881,6.836871508,179.0,18.1193490054,5.0
14004,5.832775735,8.207278481,316.0,18.1555153707,56.0
14005,4.64985138,5.741559322,295.0,18.191681736,14.0
14008,4.968394004,9.72,25.0,18.3001808318,44.0
14009,4.666009732,5.674257426,101.0,18.3363471971,41.0
14010,5.099152249,8.50625,32.0,18.3725135624,6.0
14011,5.434831461,9.458928571,28.0,18.4086799277,2.0
14012,4.08166129,9.581300813,123.0,18.4448462929,7.0
14013,4.787681159,12.65888889,90.0,18.4810126582,0.0
14014,4.611904762,9.074789916,119.0,18.5171790235,21.0
14015,6.109333333,9.281111111,90.0,18.5533453888,0.0
14018,4.104387755,10.68383838,99.0,18.6618444846,102.0
14019,3.881783439,7.27826087,115.0,18.6980108499,4.0
14034,3.748218695,7.419047619,21.0,28.8177339901,190.0
14035,3.794202586,4.625757576,33.0,29.0640394089,73.0
14038,5.211455108,8.463636364,77.0,19.3128390597,11.0
14039,5.904335664,6.102830189,106.0,19.349005425,0.0
14048,4.859264706,9.572972973,74.0,19.6745027125,40.0
14049,4.045953488,10.048,25.0,19.7106690778,23.0
14054,3.671057402,8.595972222,72.0,19.8915009042,84.0
14055,4.245607196,8.169285714,70.0,19.9276672694,16.0
14062,4.418268934,6.10875,112.0,20.1808318264,17.0
14063,4.483440678,4.431395349,86.0,20.2169981917,50.0
14070,4.849154079,7.45392638,163.0,20.4701627486,38.0
14071,4.412228826,7.166160338,237.0,20.5063291139,25.0
