,stu_id,class,avg_s,avg_c,mon_count_c,topN,times
4129,12644,0,3.870320366,9.296944444,72.0,7.87589498807,41.0
4130,12645,0,3.421533333,7.772727273,55.0,7.90998977156,20.0
4131,12646,0,4.333047035,9.017647059,68.0,7.94408455506,
4132,12647,0,4.024040921,9.673195876,97.0,7.97817933856,1.0
4133,12654,0,5.879301165,10.72771084,83.0,8.21684282305,20.0
4134,12655,0,5.011327869,9.531818182,44.0,8.25093760655,12.0
4135,12656,0,4.766016393,6.845454545,22.0,8.28503239004,53.0
4136,12657,0,5.166062053,10.14090909,44.0,8.31912717354,56.0
4137,12666,0,5.130015314,12.28163265,49.0,8.62598022503,28.0
4138,12667,0,4.991596899,7.691735537,121.0,8.66007500852,71.0
4139,12668,0,4.641514243,11.16111111,54.0,8.69416979202,73.0
4140,12669,0,4.574951807,8.346153846,39.0,8.72826457552,28.0
4141,12676,0,5.814676724,11.51470588,68.0,8.96692806001,158.0
4142,12677,0,6.80425,15.98913043,46.0,9.0010228435,46.0
4143,12690,0,4.547254658,11.49917355,121.0,9.44425502898,4.0
4144,12691,0,5.074739777,8.174766355,107.0,9.47834981248,8.0
4145,12696,0,4.430194175,5.829873418,79.0,9.64882372997,120.0
4146,12697,0,4.652540193,5.407627119,118.0,9.68291851347,78.0
4147,12702,0,5.32276,10.97222222,72.0,9.85339243096,40.0
4148,12703,0,4.665871212,8.4875,16.0,9.88748721446,10.0
4149,12708,0,4.730200669,13.25777778,45.0,10.0579611319,40.0
4150,12709,0,5.056791045,7.673913043,46.0,10.0920559154,31.0
4151,12710,0,4.772871287,9.555737705,61.0,10.1261506989,14.0
4152,12711,0,6.280310559,9.430612245,49.0,10.1602454824,
4153,12712,0,4.307574468,9.2425,40.0,10.1943402659,10.0
4154,12713,0,3.804616293,10.49661017,59.0,10.2284350494,22.0
4155,12720,0,4.167225519,5.073134328,67.0,10.4670985339,
4156,12721,3,4.019010526,6.142666667,75.0,10.5011933174,4.0
4157,12724,0,3.931621622,8.044230769,52.0,10.6034776679,13.0
4158,12725,3,4.265827068,7.601724138,58.0,10.6375724514,52.0
4159,12726,0,4.255641026,16.91096154,52.0,10.6716672349,28.0
4160,12727,0,3.876130137,10.87439759,166.0,10.7057620184,3.0
4161,12742,0,4.630398671,7.399183673,49.0,11.2171837709,
4162,12743,0,4.36875,7.657214286,140.0,11.2512785544,9.0
4163,12744,0,5.198571429,8.403846154,208.0,11.2853733379,15.0
4164,12745,0,5.294046823,6.611340206,194.0,11.3194681214,6.0
4165,12754,0,5.337600849,9.266666667,42.0,11.6263211729,
4166,12755,0,6.889895833,13.67619048,42.0,11.6604159564,13.0
4167,12756,0,3.425553047,7.417241379,29.0,11.6945107399,71.0
4168,12757,0,3.204740566,6.331578947,57.0,11.7286055234,31.0
4169,12758,0,2.831577017,7.125,20.0,11.7627003069,31.0
4170,12759,2,3.310257913,10.17222222,36.0,11.7967950904,25.0
4171,12764,0,3.126141553,11.11071429,28.0,11.9672690078,8.0
4172,12765,0,3.162798805,13.77377049,61.0,12.0013637913,31.0
4173,12776,0,4.571466227,6.947058824,119.0,12.3764064098,
4174,12777,0,4.55918239,10.72428571,70.0,12.4105011933,2.0
4175,12780,0,4.099163763,8.652459016,61.0,12.5127855438,40.0
4176,12781,0,5.142402089,6.037083333,48.0,12.5468803273,22.0
4177,12794,0,5.147722908,9.256707317,82.0,12.9901125128,4.0
4178,12795,0,4.929019608,12.40909091,66.0,13.0242072963,6.0
4179,12800,0,3.156293888,7.190277778,72.0,13.1946812138,44.0
4180,12801,2,4.518761329,6.335,88.0,13.2287759973,66.0
4181,12804,0,5.072480315,10.79591837,49.0,13.3310603478,6.0
4182,12805,0,6.367283019,8.718032787,61.0,13.3651551313,
4183,12808,0,4.115959885,9.812244898,49.0,13.4674394818,7.0
4184,12809,0,5.234325153,9.297297297,37.0,13.5015342653,
4185,12812,0,2.819970588,6.629411765,17.0,13.6038186158,204.0
4186,12813,0,3.875064935,8.142727273,55.0,13.6379133992,69.0
4187,12814,0,6.156346154,14.65384615,13.0,13.6720081827,
4188,12815,0,6.827272727,1.85,6.0,13.7061029662,
4189,12818,0,3.718388626,11.36190476,21.0,13.8083873167,54.0
4190,12819,0,4.672919075,6.73,20.0,13.8424821002,41.0
4191,12820,0,4.280290598,8.011428571,35.0,13.8765768837,13.0
4192,12821,1,4.585522088,8.814864865,74.0,13.9106716672,
4193,12822,0,4.68789823,7.804545455,22.0,13.9447664507,37.0
4194,12823,0,4.785429975,8.31754386,57.0,13.9788612342,34.0
4195,12824,0,4.114634615,8.2092,25.0,14.0129560177,12.0
4196,12825,0,4.236130868,6.122222222,54.0,14.0470508012,14.0
4197,12840,0,5.427922705,8.922641509,53.0,14.5584725537,14.0
4198,12841,0,5.609012346,11.98490566,53.0,14.5925673372,22.0
4199,12844,0,4.492373333,5.971698113,53.0,14.6948516877,86.0
4200,12845,0,4.047352071,6.892,75.0,14.7289464712,57.0
4201,12846,0,4.614171429,7.860465116,86.0,14.7630412547,36.0
4202,12847,0,5.780167286,9.985733333,75.0,14.7971360382,10.0
4203,12850,0,3.908962451,7.078723404,94.0,14.8994203887,107.0
4204,12851,0,3.670135993,5.713157895,114.0,14.9335151722,77.0
4205,12860,0,4.089529412,9.050406504,123.0,15.2403682237,33.0
4206,12861,0,5.290563961,7.088333333,120.0,15.2744630072,14.0
4207,12870,0,4.264889267,8.488461538,26.0,15.5813160586,32.0
4208,12871,2,4.634689165,7.986666667,15.0,15.6154108421,13.0
4209,12872,0,7.035900621,9.167647059,34.0,15.6495056256,155.0
4210,12873,0,7.01379845,8.95625,32.0,15.6836004091,48.0
4211,12876,0,5.197048193,8.444736842,38.0,15.7858847596,13.0
4212,12877,3,6.247647059,8.680208333,48.0,15.8199795431,
4213,12884,0,4.196496599,12.57090909,55.0,16.0586430276,82.0
4214,12885,0,4.875844402,12.96774194,31.0,16.0927378111,18.0
4215,12890,0,3.709263623,4.532608696,46.0,16.2632117286,83.0
4216,12891,0,3.554305556,7.505555556,9.0,16.2973065121,9.0
4217,12892,0,5.504350649,14.8617284,81.0,16.3314012956,33.0
4218,12893,0,5.772776699,11.52764228,123.0,16.3654960791,4.0
4219,12894,0,6.547590361,12.60909091,44.0,16.3995908626,
4220,12895,0,5.856096866,9.909565217,115.0,16.4336856461,
4221,12898,0,3.937665615,9.116923077,26.0,16.5359699966,
4222,12899,2,3.885066313,5.55625,80.0,16.5700647801,
4223,12902,0,5.414780316,8.548684211,76.0,16.6723491306,15.0
4224,12903,0,5.836792144,8.898913043,92.0,16.7064439141,
4225,12906,0,5.272555746,10.69770115,87.0,16.8087282646,
4226,12907,0,6.416576087,11.82916667,24.0,16.8428230481,
4227,12908,0,4.570652529,7.161111111,54.0,16.8769178316,58.0
4228,12909,0,4.908346334,8.961702128,47.0,16.9110126151,41.0
4229,12916,0,5.143994565,7.62,45.0,17.1496760996,151.0
4230,12917,0,5.756430976,11.92653061,49.0,17.1837708831,57.0
4231,12926,0,3.902411674,8.07173913,46.0,17.4906239345,17.0
4232,12927,2,4.122058011,5.8712,75.0,17.524718718,2.0
4233,12928,0,5.432692308,10.81652893,121.0,17.5588135015,
4234,12929,0,6.524202532,11.11206897,58.0,17.592908285,
4235,12938,0,4.442609524,7.117910448,67.0,17.8997613365,158.0
4236,12939,0,4.329556962,6.231111111,45.0,17.93385612,53.0
4237,12940,0,4.314676724,9.513302752,109.0,17.9679509035,20.0
4238,12941,0,4.16248366,8.18442623,122.0,18.002045687,2.0
4239,12952,0,3.19585504,7.783606557,61.0,18.3770883055,9.0
4240,12953,2,3.938383838,3.582336449,107.0,18.411183089,5.0
4241,12954,0,4.945279255,7.997959184,49.0,18.4452778725,26.0
4242,12955,0,5.13,7.010869565,46.0,18.479372656,4.0
4243,12956,0,3.751454545,9.152631579,38.0,18.5134674395,24.0
4244,12957,0,4.852207792,5.17056962,158.0,18.547562223,7.0
4245,12962,0,4.276521739,8.707142857,70.0,18.7180361405,
4246,12963,1,4.756666667,5.797913043,115.0,18.752130924,6.0
4247,12966,0,3.880911901,5.914390244,82.0,18.8544152745,14.0
4248,12967,1,3.842940226,6.709649123,114.0,18.888510058,42.0
4249,12968,0,3.862579505,7.241612903,62.0,18.9226048415,9.0
4250,12969,0,4.617039801,6.488366337,202.0,18.956699625,3.0
4251,12974,0,4.912870091,12.87985612,139.0,19.1271735424,
4252,12975,0,5.380027027,12.34976077,209.0,19.1612683259,
4253,12978,0,4.573433396,9.067022901,131.0,19.2635526764,
4254,12979,0,5.694288793,10.55867647,136.0,19.2976474599,
4255,12992,0,1.939126506,7.26,5.0,19.7408796454,34.0
4256,12993,1,1.790436893,4.0,3.0,19.7749744289,2.0
4257,12996,0,2.910475185,10.765625,32.0,19.8772587794,78.0
4258,12997,3,3.702075702,9.755555556,45.0,19.9113535629,76.0
4259,13012,0,5.077833066,11.64722222,72.0,20.4227753154,16.0
4260,13013,0,5.104072398,7.672222222,54.0,20.4568700989,17.0
4261,13020,0,3.467617689,15.81714286,35.0,20.6955335834,98.0
4262,13021,0,4.524580153,12.66805556,72.0,20.7296283669,47.0
4263,13028,0,2.258442408,11.55925926,27.0,20.9682918513,25.0
4264,13029,2,3.579797753,7.278761062,113.0,21.0023866348,12.0
4265,13034,0,4.032701909,10.21875,32.0,21.1728605523,5.0
4266,13035,0,4.072440476,5.789473684,57.0,21.2069553358,
4267,13038,0,3.907251101,8.540425532,94.0,21.3092396863,27.0
4268,13039,0,5.007452652,10.41181102,127.0,21.3433344698,34.0
4269,13046,0,3.977116788,8.614285714,63.0,21.5819979543,84.0
4270,13047,2,4.288605528,10.28811594,69.0,21.6160927378,104.0
4271,13048,0,4.791488372,7.48,40.0,21.6501875213,7.0
4272,13049,0,5.873947368,10.72173913,46.0,21.6842823048,4.0
4273,13052,0,3.120475504,8.654054054,37.0,21.7865666553,8.0
4274,13053,0,3.542397743,10.14558824,68.0,21.8206614388,16.0
4275,13054,0,4.443718821,17.6,28.0,21.8547562223,
4276,13055,0,4.567077465,23.338,40.0,21.8888510058,
4277,13058,0,4.037941567,8.551428571,35.0,21.9911353563,15.0
4278,13059,0,4.678054608,5.40754717,53.0,22.0252301398,6.0
4279,13060,0,4.18896875,10.47043478,23.0,22.0593249233,17.0
4280,13061,1,4.935669856,8.257894737,57.0,22.0934197068,6.0
4281,13068,0,5.355729537,7.746969697,66.0,22.3320831913,6.0
4282,13069,0,5.36568,7.795238095,42.0,22.3661779748,18.0
4283,13074,0,4.0262875,7.447777778,90.0,22.5366518923,8.0
4284,13075,0,4.501975968,6.152061856,97.0,22.5707466758,2.0
4285,13078,0,4.112350937,8.403448276,29.0,22.6730310263,
4286,13079,2,3.841102564,4.948235294,85.0,22.7071258098,
4287,13090,0,4.037793241,5.517647059,17.0,23.0821684282,23.0
4288,13091,3,4.389858757,6.413865546,119.0,23.1162632117,12.0
4289,13094,0,4.616380814,11.27361111,72.0,23.2185475622,4.0
4290,13095,0,4.639174419,8.734375,64.0,23.2526423457,
4291,13098,0,4.774080371,10.07594937,79.0,23.3549266962,13.0
4292,13099,0,4.476726058,12.73430657,137.0,23.3890214797,53.0
4293,13104,0,3.856056338,6.99,30.0,23.5594953972,39.0
4294,13105,2,4.167462236,5.308602151,93.0,23.5935901807,9.0
4295,13108,0,4.837708006,10.60666667,21.0,23.6958745312,11.0
4296,13109,1,4.620809659,7.9225,40.0,23.7299693147,37.0
4297,13116,0,4.785878906,13.36666667,63.0,23.9686327992,22.0
4298,13117,0,4.633272311,12.73684211,57.0,24.0027275827,26.0
4299,13120,0,3.858484252,9.357567568,74.0,24.1050119332,83.0
4300,13121,1,3.403103976,7.920972222,72.0,24.1391067167,88.0
4301,13124,0,5.280365297,10.93837209,172.0,24.2413910672,69.0
4302,13125,0,5.443823529,8.035897436,117.0,24.2754858507,18.0
4303,13126,0,5.17283208,10.23125,80.0,24.3095806342,1.0
4304,13127,0,5.405886288,9.474074074,54.0,24.3436754177,
4305,13128,0,6.03675,12.15546875,128.0,24.3777702012,22.0
4306,13129,0,5.163106061,7.803636364,55.0,24.4118649847,
4307,13130,0,4.442265943,9.913913043,115.0,24.4459597682,37.0
4308,13131,0,4.359020311,5.3328,125.0,24.4800545517,36.0
4309,13136,0,4.159497848,9.235416667,72.0,24.6505284691,30.0
4310,13137,0,4.20186964,8.322222222,45.0,24.6846232526,4.0
4311,13146,0,4.960635179,6.667391304,46.0,24.9914763041,86.0
4312,13147,0,5.734685185,6.945930233,86.0,25.0255710876,97.0
4313,13148,0,3.727402344,6.565714286,35.0,25.0596658711,29.0
4314,13149,0,5.254011628,5.59362069,58.0,25.0937606546,23.0
4315,13150,0,4.577879377,9.652688172,93.0,25.1278554381,
4316,13151,0,4.590235294,8.476666667,90.0,25.1619502216,
4317,13158,0,3.705852349,4.873239437,71.0,25.4006137061,51.0
4318,13159,2,4.238299712,8.132738095,84.0,25.4347084896,94.0
4319,13172,0,3.563322751,14.67473684,57.0,25.8779406751,13.0
4320,13173,0,2.913004808,12.53653846,52.0,25.9120354586,28.0
4321,13180,0,2.938253783,7.830133333,75.0,26.1506989431,32.0
4322,13181,0,3.206782842,7.924285714,70.0,26.1847937266,39.0
4323,13188,0,4.679732314,9.976923077,26.0,26.423457211,
4324,13189,0,4.032244224,5.875,62.0,26.4575519945,
4325,13196,0,3.649746269,8.631111111,45.0,26.696215479,9.0
4326,13197,3,3.796230876,10.38901099,91.0,26.7303102625,11.0
4327,13198,0,3.985769854,6.969620253,79.0,26.764405046,24.0
4328,13199,0,4.584359756,8.841666667,36.0,26.7984998295,7.0
4329,13202,0,5.058377088,9.582978723,47.0,26.90078418,6.0
4330,13203,0,5.675769231,8.594285714,70.0,26.9348789635,
4331,13212,0,3.498113475,7.8555,20.0,27.241732015,69.0
4332,13213,2,3.004252427,5.484329897,97.0,27.2758267985,26.0
4333,13214,0,4.740974576,9.743,20.0,27.309921582,94.0
4334,13215,0,4.415652866,7.336036036,111.0,27.3440163655,27.0
4335,13216,0,4.824432718,9.858241758,91.0,27.378111149,39.0
4336,13217,0,4.602136855,7.5952,125.0,27.4122059325,17.0
4337,13220,0,3.69423493,5.891891892,37.0,27.514490283,86.0
4338,13221,0,5.06922449,5.540909091,88.0,27.5485850665,13.0
4339,13232,0,3.783674753,5.726027397,292.0,27.923627685,68.0
4340,13233,0,4.857929293,5.483037543,293.0,27.9577224685,31.0
4341,13236,0,4.021745201,8.398780488,82.0,28.060006819,2.0
4342,13237,0,4.949476744,9.721428571,28.0,28.0941016025,
4343,13240,0,5.318198198,8.590196078,51.0,28.1963859529,31.0
4344,13241,0,5.166679245,10.088,25.0,28.2304807364,51.0
4345,13242,0,7.154903226,12.3046875,64.0,28.2645755199,15.0
4346,13243,0,8.441134752,16.2,47.0,28.2986703034,
4347,13244,0,3.738468835,8.052702703,74.0,28.3327650869,
4348,13245,0,4.408411968,8.355405405,74.0,28.3668598704,4.0
4349,13246,0,3.194390651,10.425,28.0,28.4009546539,24.0
4350,13247,0,3.667859238,3.307407407,27.0,28.4350494374,15.0
4351,13252,0,4.834488778,9.973529412,34.0,28.6055233549,
4352,13253,2,4.808753463,7.475862069,87.0,28.6396181384,
4353,13258,0,4.692739541,6.222340426,94.0,28.8100920559,38.0
4354,13259,0,5.091880342,6.392307692,117.0,28.8441868394,18.0
4355,13262,0,3.594763573,5.498360656,61.0,28.9464711899,124.0
4356,13263,0,3.813609272,7.194915254,59.0,28.9805659734,85.0
4357,13270,0,4.165428571,13.94772727,44.0,29.2192294579,
4358,13271,0,4.209114541,6.226760563,71.0,29.2533242414,
4359,13272,0,3.815770805,6.089417476,103.0,29.2874190249,
4360,13273,0,4.010015152,4.379230769,91.0,29.3215138084,10.0
4361,13274,0,5.016410256,8.505970149,67.0,29.3556085919,
4362,13275,0,5.389219512,9.043010753,93.0,29.3897033754,4.0
4363,13276,0,4.837770898,10.22727273,33.0,29.4237981589,29.0
4364,13277,0,4.545576159,8.658064516,31.0,29.4578929424,46.0
4365,13288,0,2.909144487,7.475862069,58.0,29.8329355609,8.0
4366,13289,0,2.42704918,7.17,20.0,29.8670303444,8.0
4367,13292,0,5.906235489,9.839455782,147.0,29.9693146949,10.0
4368,13293,0,5.632920204,11.58913043,46.0,30.0034094783,2.0
4369,13300,0,4.107572062,8.376785714,56.0,30.2420729628,27.0
4370,13301,0,4.208897059,7.166981132,53.0,30.2761677463,13.0
4371,13302,0,4.303948339,7.46122449,49.0,30.3102625298,
4372,13303,3,5.142983294,8.486419753,81.0,30.3443573133,
4373,13304,0,4.928698011,11.66521739,23.0,30.3784520968,
4374,13305,0,4.875926606,13.82575758,66.0,30.4125468803,48.0
4375,13308,0,5.781109531,13.03589744,117.0,30.5148312308,
4376,13309,0,5.945836431,11.92222222,99.0,30.5489260143,
4377,13314,0,3.058577982,7.608333333,48.0,30.7193999318,43.0
4378,13315,2,4.235399129,6.943181818,44.0,30.7534947153,9.0
4379,13316,0,4.714795539,7.919672131,61.0,30.7875894988,27.0
4380,13317,2,5.764664804,6.304117647,170.0,30.8216842823,
4381,13320,0,3.743357453,7.892592593,27.0,30.9239686328,51.0
4382,13321,3,4.83632716,8.347222222,72.0,30.9580634163,13.0
4383,13324,0,2.589479905,10.08576271,59.0,31.0603477668,16.0
4384,13325,0,2.22494898,8.354545455,33.0,31.0944425503,
4385,13326,0,5.341165312,12.02789474,38.0,31.1285373338,55.0
4386,13327,0,7.558296875,7.612658228,79.0,31.1626321173,35.0
4387,13330,0,5.709085366,9.265306122,49.0,31.2649164678,52.0
4388,13331,0,6.865538058,9.074626866,67.0,31.2990112513,34.0
4389,13332,0,4.360488432,4.177142857,35.0,31.3331060348,122.0
4390,13333,0,4.598045113,8.936111111,36.0,31.3672008183,60.0
4391,13342,0,4.774117647,6.633333333,54.0,31.6740538698,17.0
4392,13343,0,5.759314775,11.21235294,68.0,31.7081486533,4.0
4393,13348,0,3.517133059,8.6575,40.0,31.8786225707,33.0
4394,13349,0,3.871897906,6.760606061,33.0,31.9127173542,52.0
4395,13352,0,5.391818182,3.919444444,36.0,32.0150017047,
4396,13353,0,6.287546816,5.997590361,83.0,32.0490964882,
4397,13358,0,4.037272727,11.46923077,26.0,32.2195704057,62.0
4398,13359,0,4.647862595,6.141025641,39.0,32.2536651892,24.0
4399,13372,0,3.291344743,9.443283582,67.0,32.6968973747,13.0
4400,13373,2,4.192090484,8.665116279,43.0,32.7309921582,32.0
4401,13376,0,5.246583493,17.684,25.0,32.8332765087,5.0
4402,13377,0,5.501005025,8.601333333,75.0,32.8673712922,
4403,13384,0,3.223747323,7.27115942,69.0,33.1060347767,10.0
4404,13385,0,4.509430147,6.724,75.0,33.1401295602,4.0
4405,13396,0,4.568161435,8.563505155,97.0,33.5151721787,16.0
4406,13397,2,4.844162791,4.333888889,90.0,33.5492669622,4.0
4407,13398,0,4.641279863,9.672916667,48.0,33.5833617457,22.0
4408,13399,0,4.079595376,7.366754386,114.0,33.6174565292,6.0
4409,13400,0,5.388671642,8.602857143,70.0,33.6515513126,
4410,13401,0,6.883920705,8.811666667,60.0,33.6856460961,
4411,13404,0,5.349001919,10.20452055,73.0,33.7879304466,4.0
4412,13405,0,5.539466292,6.593617021,47.0,33.8220252301,5.0
4413,13410,0,2.777970027,7.184375,32.0,33.9924991476,18.0
4414,13411,1,2.870769231,7.065438596,57.0,34.0265939311,14.0
4415,13414,0,4.126815718,9.147777778,90.0,34.1288782816,46.0
4416,13415,0,4.312220395,5.687654321,81.0,34.1629730651,8.0
4417,13416,0,4.372582418,8.68,55.0,34.1970678486,5.0
4418,13417,0,4.980316957,8.146428571,84.0,34.2311626321,
4419,13422,0,4.500152284,11.76444444,45.0,34.4016365496,1.0
4420,13423,0,6.815298013,9.683333333,36.0,34.4357313331,
4421,13424,0,4.073978052,8.192307692,26.0,34.4698261166,7.0
4422,13425,2,4.144623921,8.712318841,69.0,34.5039209001,12.0
4423,13432,0,6.556786297,5.23,40.0,34.7425843846,
4424,13433,0,6.214419795,10.38219178,73.0,34.7766791681,
4425,13434,0,6.245869565,13.14166667,24.0,34.8107739516,3.0
4426,13435,0,5.478504464,11.05526316,76.0,34.8448687351,
4427,13442,0,4.49978852,9.040909091,22.0,35.0835322196,14.0
4428,13443,0,5.791174785,6.188541667,48.0,35.1176270031,
4429,13444,0,5.835433912,10.01818182,55.0,35.1517217866,18.0
4430,13445,3,5.727893773,9.592307692,65.0,35.1858165701,17.0
4431,13450,0,5.25174946,14.91029412,68.0,35.3562904876,20.0
4432,13451,0,5.833534483,15.2,63.0,35.3903852711,2.0
4433,13456,0,4.360565428,5.729411765,34.0,35.5608591885,2.0
4434,13457,3,5.133651877,9.186440678,59.0,35.594953972,3.0
4435,13466,0,4.613240343,6.717142857,35.0,35.9018070235,10.0
4436,13467,0,4.850160321,6.88125,32.0,35.935901807,16.0
4437,13468,0,6.077278481,13.85677419,31.0,35.9699965905,
4438,13469,0,6.133333333,3.0,1.0,36.004091374,
4439,13472,0,4.642177778,7.31,40.0,36.1063757245,5.0
4440,13473,0,4.718236559,5.579411765,34.0,36.140470508,35.0
4441,13476,0,3.484470468,8.842424242,66.0,36.2427548585,11.0
4442,13477,0,4.890422297,4.967175573,131.0,36.276849642,25.0
4443,13482,0,3.529015025,2.76,10.0,36.4473235595,37.0
4444,13483,0,4.009160305,4.047368421,19.0,36.481418343,67.0
4445,13486,0,5.673974359,16.3939759,83.0,36.5837026935,18.0
4446,13487,0,4.38650974,22.52857143,49.0,36.617797477,
4447,13492,0,4.249276896,11.30208333,48.0,36.7882713945,13.0
4448,13493,3,4.568768997,10.61587156,109.0,36.822366178,33.0
4449,13494,0,3.573505276,5.902777778,72.0,36.8564609615,42.0
4450,13495,2,3.806001927,5.790666667,75.0,36.890555745,51.0
4451,13500,0,3.432823779,4.584722222,72.0,37.0610296625,35.0
4452,13501,0,3.620319361,4.730508475,59.0,37.095124446,66.0
4453,13504,0,4.442938931,8.670192308,104.0,37.1974087965,8.0
4454,13505,0,4.935606695,8.78902439,123.0,37.23150358,19.0
4455,13508,0,3.448622351,9.809734513,113.0,37.3337879304,39.0
4456,13509,0,3.695947177,7.233823529,204.0,37.3678827139,24.0
4457,13510,0,4.116302251,7.118461538,65.0,37.4019774974,10.0
4458,13511,0,4.629894366,3.025438596,57.0,37.4360722809,
4459,13518,0,3.736180666,11.90465116,43.0,37.6747357654,
4460,13519,0,3.868640646,9.352307692,65.0,37.7088305489,
4461,13524,0,3.907550761,8.491132075,106.0,37.8793044664,
4462,13525,0,4.913239437,7.679166667,96.0,37.9133992499,
4463,13526,0,5.712401961,10.63276596,47.0,37.9474940334,2.0
4464,13527,0,5.429857143,8.808695652,23.0,37.9815888169,
4465,13534,0,,,,38.2202523014,
4466,13535,0,,,,38.2543470849,
4467,13550,0,3.686432749,12.88247423,97.0,1.69369369369,
4468,13551,0,4.679428571,7.482535211,142.0,1.72972972973,
4469,13554,0,4.254851852,13.02424242,132.0,1.83783783784,18.0
4470,13555,2,4.600967742,10.33740196,204.0,1.87387387387,16.0
4471,13562,0,4.451360239,7.118390805,174.0,2.12612612613,52.0
4472,13563,1,4.018159057,5.73562753,247.0,2.16216216216,48.0
4473,13570,0,4.88851272,10.37483871,155.0,2.41441441441,
4474,13571,0,4.294293059,9.504712042,191.0,2.45045045045,1.0
4475,13576,0,3.81622816,10.19056604,212.0,2.63063063063,9.0
4476,13577,3,4.484361834,8.658940397,151.0,2.66666666667,38.0
4477,13596,0,3.770802834,8.215357143,56.0,3.35135135135,19.0
4478,13597,0,4.821132075,8.288558559,111.0,3.38738738739,
4479,13598,0,4.26997908,6.696875,32.0,3.42342342342,39.0
4480,13599,1,5.513211921,5.787820513,78.0,3.45945945946,14.0
4481,13602,0,4.78816944,7.339175258,97.0,3.6036036036,33.0
4482,13603,2,4.540623679,5.55751073,233.0,3.63963963964,58.0
4483,13614,0,4.18889715,7.029166667,96.0,4.03603603604,67.0
4484,13615,2,5.061765537,4.55,133.0,4.07207207207,78.0
4485,13630,0,5.466551724,9.995238095,210.0,4.61261261261,10.0
4486,13631,0,7.810353357,10.04037559,213.0,4.64864864865,2.0
4487,13634,0,5.583209877,10.08727273,55.0,4.75675675676,
4488,13635,0,6.875963303,10.21532847,137.0,4.79279279279,
4489,13636,0,5.058542141,12.27741935,93.0,4.82882882883,29.0
4490,13637,0,5.048611111,9.882208589,163.0,4.86486486486,12.0
4491,13638,0,5.374458805,6.990721649,97.0,4.9009009009,2.0
4492,13639,0,5.554877049,9.204081633,147.0,4.93693693694,
4493,13646,0,4.519843972,8.4,76.0,5.18918918919,73.0
4494,13647,0,5.102947977,7.866666667,78.0,5.22522522523,10.0
4495,13650,0,4.619815436,11.34464286,56.0,5.33333333333,81.0
4496,13651,1,4.372831858,9.014545455,55.0,5.36936936937,9.0
4497,13652,0,4.490055046,7.789932886,149.0,5.40540540541,18.0
4498,13653,1,6.013615023,9.977981651,109.0,5.44144144144,22.0
4499,13664,0,4.136271451,7.910416667,96.0,5.83783783784,21.0
4500,13665,1,5.146353945,7.437956989,93.0,5.87387387387,8.0
4501,13668,0,4.270123894,9.510638298,94.0,5.98198198198,49.0
4502,13669,0,5.814776632,12.09058824,85.0,6.01801801802,
4503,13672,0,3.873180212,9.16,65.0,6.12612612613,47.0
4504,13673,2,4.490504451,6.728181818,110.0,6.16216216216,28.0
4505,13678,0,6.257026379,12.94142857,70.0,6.34234234234,8.0
4506,13679,0,4.496932084,12.38809524,126.0,6.37837837838,15.0
4507,13690,0,5.914172749,8.782352941,17.0,6.7027027027,16.0
4508,13691,0,5.341982249,8.3,33.0,6.73873873874,6.0
4509,13698,0,4.715358166,12.34639175,97.0,6.99099099099,10.0
4510,13699,0,4.577816594,14.15,96.0,7.02702702703,22.0
4511,13700,0,4.008035191,12.62954545,44.0,7.0990990991,44.0
4512,13701,0,4.503829787,12.304,25.0,7.13513513514,
4513,13710,0,3.828035088,10.79767442,43.0,7.45945945946,27.0
4514,13711,3,4.003577236,11.97818182,55.0,7.4954954955,48.0
4515,13714,0,3.401650943,6.240963855,83.0,7.6036036036,70.0
4516,13715,1,4.467386935,9.22325,120.0,7.63963963964,15.0
4517,13718,0,3.165394191,12.79857143,70.0,7.74774774775,2.0
4518,13719,0,2.943137255,12.87879518,83.0,7.78378378378,
4519,13720,0,3.4523498,8.897435897,117.0,7.81981981982,82.0
4520,13721,0,4.300385109,5.74664,125.0,7.85585585586,151.0
4521,13728,0,4.121833333,10.09094737,95.0,8.10810810811,115.0
4522,13729,3,4.431526882,9.679310345,116.0,8.14414414414,21.0
4523,13736,0,5.04222597,16.67777778,54.0,8.3963963964,11.0
4524,13737,0,6.015213358,7.957706093,279.0,8.43243243243,10.0
4525,13738,0,5.4825,11.1625,80.0,8.46846846847,6.0
4526,13739,2,6.413492063,10.19040404,99.0,8.5045045045,
4527,13740,0,4.057757848,8.272616822,107.0,8.54054054054,63.0
4528,13741,0,4.052025862,7.741318681,91.0,8.57657657658,4.0
4529,13744,0,3.568619048,9.754646465,99.0,8.68468468468,34.0
4530,13745,0,3.792314815,7.527777778,81.0,8.72072072072,17.0
4531,13752,0,5.829794344,13.15934066,91.0,8.97297297297,1.0
4532,13753,0,6.576578947,8.979569892,93.0,9.00900900901,
4533,13754,0,3.647627417,5.462195122,82.0,9.04504504505,37.0
4534,13755,0,4.450154639,4.615494505,91.0,9.08108108108,
4535,13756,0,3.069102167,10.18,25.0,9.11711711712,18.0
4536,13757,0,3.849033613,9.037931034,58.0,9.15315315315,13.0
4537,13762,0,4.702054054,7.501612903,31.0,9.33333333333,1.0
4538,13763,0,5.25909396,8.3375,24.0,9.36936936937,
4539,13764,0,5.523549061,8.64494382,89.0,9.40540540541,
