id,consume,consumesum,consumeavg,consumemax,remaindersum,remainderavg,remaindermax,s_avg,s_max,c_count,c_avg,c_max
19456,1079,4629.43,4.2825439408,300.0,322959.54,298.759981499,939.0,2.60560283688,12.0,25.0,6.488,26.6
19457,1247,6015.54,4.80858513189,300.0,180027.83,143.907138289,353.5,2.89568783069,15.0,20.0,7.855,24.1
19460,1819,16426.62,9.02065897858,800.0,318758.44,175.045820977,802.19,4.76220765027,25.0,88.0,9.34545454545,62.0
19461,1336,12770.14,9.49452788104,200.0,91318.36,67.8946914498,205.85,5.98239361702,21.0,76.0,11.0413157895,30.0
19462,1157,9588.97,8.25923341947,500.0,186521.94,160.65627907,529.87,4.53976595745,16.5,55.0,9.11890909091,47.8
19463,800,6379.19,7.81763480392,500.0,129200.03,158.333370098,509.16,5.13647668394,15.0,39.0,8.38205128205,75.5
19464,1394,7563.72,5.42591104735,100.0,69765.96,50.0473170732,147.95,3.20819256757,12.0,39.0,6.16923076923,18.1
19465,1370,7602.65,5.54533187454,100.0,52688.88,38.4309846827,179.94,3.39361702128,26.5,24.0,6.6125,21.9
19466,1541,13249.66,8.55368624919,400.0,126024.57,81.358663654,402.61,5.50590532544,25.0,51.0,10.5101960784,30.0
19467,1141,10922.06,9.53891703057,150.0,61786.54,53.9620436681,181.88,5.0580839895,19.3,23.0,9.51739130435,30.0
19472,1497,10515.96,7.02,200.0,88693.73,59.2080974633,216.99,4.44151612903,30.0,59.0,8.71525423729,30.0
19473,1147,7246.03,6.3063794604,150.0,63198.55,55.0030896432,157.4,3.8416827853,25.0,21.0,8.8,29.3
19474,1076,10898.91,10.0358287293,500.0,100069.42,92.1449539595,503.55,5.92961013645,30.0,51.0,13.3509803922,30.0
19475,1233,12315.23,9.98802108678,200.0,81230.14,65.880081103,250.39,5.3389819376,30.0,39.0,14.2846153846,80.0
19478,1705,12572.41,7.36089578454,300.0,155753.85,91.1907786885,303.8,4.96488512696,20.0,104.0,6.92019230769,30.0
19479,1487,11712.48,7.8554527163,200.0,119835.42,80.3725150905,253.83,4.85444839858,30.0,65.0,5.41538461538,50.0
19482,1834,9414.62,5.12220892274,300.0,176043.13,95.7797225245,301.8,2.41514778325,15.0,57.0,8.06842105263,30.0
19483,1978,9952.28,5.02133198789,500.0,127757.73,64.4589959637,838.38,2.37008363202,15.0,24.0,10.1625,42.0
19486,679,4727.71,6.94230543319,200.0,35155.03,51.6226578561,204.85,4.70766536965,30.0,16.0,9.8875,30.0
19487,880,5981.01,6.7888876277,100.0,41999.31,47.6723155505,118.86,3.91603491272,30.0,20.0,6.335,13.8
19488,1510,8830.17,5.83619960344,100.0,93934.08,62.0846530073,191.34,3.18567990373,15.0,38.0,6.45263157895,23.0
19489,1345,9177.01,6.78772928994,100.0,81861.39,60.5483653846,129.17,4.06724637681,30.0,86.0,4.28046511628,25.0
19490,1522,15636.46,10.2199084967,300.0,99554.49,65.0682941176,430.49,5.74375384615,30.0,73.0,10.4438356164,30.0
19491,1070,14087.86,13.1049860465,300.0,107664.36,100.152893023,412.29,5.28756838906,30.0,54.0,16.4759259259,88.2
19494,1561,14400.11,9.22492632928,250.0,118569.19,75.9572005125,252.24,5.91105643994,30.0,87.0,10.224137931,30.0
19495,1299,9463.4,7.28514241724,200.0,67394.78,51.882047729,201.62,5.28668032787,30.0,29.0,10.4,72.4
19496,1423,9554.91,6.71462403373,300.0,169315.35,118.984785664,446.9,3.69255319149,22.0,69.0,9.52608695652,100.0
19497,1462,11771.39,8.05156634747,400.0,186282.7,127.416347469,400.72,4.17043137255,21.2,77.0,8.64155844156,51.5
19498,2515,10019.28,3.98064362336,300.0,402903.89,160.073059197,428.19,4.14965217391,15.0,19.0,9.18421052632,21.1
19499,2275,12648.71,5.55255048288,300.0,287449.98,126.18524144,353.22,4.13362244898,18.0,109.0,6.24036697248,69.3
19500,1084,8780.22,8.09983394834,300.0,121807.91,112.368920664,349.2,4.40242888403,15.8,76.0,8.19605263158,31.6
19501,904,6155.92,6.79461368653,100.0,58391.22,64.4494701987,153.24,3.96243506494,15.0,40.0,9.59,36.2
19502,598,5082.22,8.49869565217,100.0,30083.06,50.3061204013,255.1,5.36011111111,28.8,41.0,8.37804878049,30.0
19503,925,9227.4,9.96479481641,200.0,48655.59,52.5438336933,201.18,5.56647519582,24.6,28.0,12.5214285714,44.3
19506,858,7997.34,9.31005820722,381.57,163350.9,190.164027939,731.63,5.29083135392,28.2,39.0,10.7512820513,100.0
19507,535,4984.31,9.2990858209,200.0,36515.96,68.1267910448,206.18,4.9127090301,22.1,22.0,8.55,43.4
19508,1306,10636.21,8.11924427481,1000.0,393205.05,300.156526718,1168.51,4.31723146747,30.0,56.0,13.0721428571,91.2
19509,893,9170.61,10.2350558036,500.0,169577.69,189.260814732,509.83,5.21261510129,37.1,42.0,12.0071428571,69.0
19510,1714,12281.96,7.136525276,500.0,222049.61,129.023596746,510.35,4.27848161329,28.0,78.0,7.62692307692,30.0
19511,1256,8393.42,6.67734287987,200.0,60702.51,48.291575179,203.7,3.84456996149,20.0,43.0,5.30465116279,13.0
19512,1443,11179.26,7.70983448276,600.0,349020.43,240.703744828,604.77,5.29090106007,30.0,88.0,11.2897727273,100.0
19513,779,10461.84,13.3102290076,200.0,133338.21,169.64148855,425.56,6.26818604651,30.0,96.0,9.71354166667,35.9
19516,1516,6845.51,4.50955862978,300.0,153998.75,101.44845191,426.68,2.56059375,26.0,67.0,7.91343283582,64.6
19517,1648,6674.52,4.04026634383,200.0,104663.23,63.3554661017,297.9,2.06870415648,15.0,60.0,6.79833333333,35.4
19520,1305,9208.39,7.05623754789,500.0,190763.79,146.179149425,500.98,5.04593679458,19.2,39.0,11.3282051282,30.0
19521,1136,9437.42,8.27118317266,300.0,122385.17,107.261323401,314.35,5.76347140039,30.0,30.0,8.68333333333,30.0
19522,1199,10819.04,8.99338320865,300.0,131245.99,109.098911056,309.44,5.50310015898,20.0,63.0,5.65238095238,30.0
19523,1080,14646.52,13.5365249538,200.0,111675.58,103.212181146,215.36,6.52790462428,26.5,44.0,11.8159090909,50.0
19524,1033,9830.88,9.47098265896,300.0,115431.32,111.205510597,344.6,4.66526501767,30.0,36.0,10.2111111111,30.0
19525,1520,14391.65,9.38177966102,400.0,117915.37,76.8679074316,404.59,4.77766839378,30.0,41.0,15.4292682927,44.0
19530,1471,10518.68,7.13130847458,300.0,185162.6,125.533966102,300.09,3.44232383808,15.0,70.0,9.75142857143,30.0
19531,1303,8033.03,6.15086523737,361.5,143291.95,109.718185299,361.5,2.83046639232,15.0,42.0,4.03095238095,28.8
19532,1427,11332.99,7.88656228253,800.0,412070.28,286.757327766,833.56,4.94853372434,30.0,64.0,6.428125,30.0
19533,1476,16157.09,10.850967092,1000.0,259706.54,174.416749496,1069.13,5.13157407407,30.0,49.0,9.52448979592,41.0
19534,1552,11124.51,7.16785438144,500.0,267951.63,172.649246134,502.78,3.93126187246,18.5,64.0,8.2265625,30.0
19535,1341,9079.48,6.77067859806,500.0,133777.46,99.7594780015,500.02,4.24872302158,30.0,45.0,12.1044444444,39.3
19538,1257,5988.67,4.74162311956,300.0,164417.8,130.180364212,457.0,2.68902362205,26.0,52.0,5.66923076923,30.0
19539,1067,5840.68,5.43319069767,100.0,49352.59,45.9093860465,188.48,2.84405940594,20.0,48.0,5.84583333333,32.8
19540,1303,6136.78,4.70251340996,500.0,270663.59,207.405049808,503.58,2.63978193146,25.0,22.0,5.28181818182,23.4
19541,1147,7882.17,6.84810599479,500.0,250295.11,217.458827107,547.47,3.6282171799,29.6,34.0,6.29705882353,34.9
19544,1225,12111.79,9.82302514193,700.0,264364.3,214.407380373,705.36,5.85493478261,25.0,101.0,11.7594059406,76.3
19545,852,11522.24,13.4291841492,700.0,137815.45,160.624067599,704.28,6.76869300912,30.0,144.0,11.5131944444,64.5
19546,1171,8885.38,7.58785653288,500.0,173523.89,148.184363792,570.02,4.49281961471,26.0,46.0,7.95,30.0
19547,912,8675.75,9.51288377193,200.0,97233.03,106.615164474,262.34,5.50343936382,30.0,38.0,8.70263157895,34.8
19548,1048,5477.73,5.21688571429,200.0,173625.62,165.357733333,974.5,3.77352245863,14.8,54.0,6.60185185185,30.0
19549,1078,5277.35,4.87740295749,100.0,47009.81,43.4471441774,192.11,4.56295154185,13.0,40.0,6.62,23.3
19550,764,7408.18,9.68389542484,500.0,118750.39,155.229267974,528.65,5.66958974359,30.0,35.0,10.6657142857,96.0
19551,204,2519.0,11.9383886256,100.0,7903.74,37.4584834123,121.6,5.92432432432,26.0,21.0,12.4619047619,46.0
19552,1325,7076.48,5.32466516178,200.0,82622.99,62.1692927013,213.48,3.85893617021,16.2,10.0,8.12,27.1
19553,845,5999.67,7.07508254717,200.0,72350.6,85.3191037736,250.64,4.14877934272,15.0,49.0,5.38775510204,16.6
19558,1742,11099.73,6.34632933105,300.0,275241.49,157.370777587,950.82,4.62283105023,15.8,31.0,16.0483870968,30.0
19559,1310,10400.76,7.91534246575,200.0,99290.85,75.5638127854,264.03,5.27465116279,26.0,60.0,11.2866666667,36.9
19560,1078,9325.08,8.61837338262,500.0,244240.4,225.730499076,543.83,5.08537234043,24.1,34.0,6.42647058824,37.9
19561,583,4569.96,7.71952702703,200.0,58604.43,98.9939695946,249.48,4.42386597938,18.0,13.0,8.33846153846,40.5
19562,958,10354.9,10.7976016684,400.0,130304.39,135.87527633,401.26,6.19846481876,25.0,75.0,7.60933333333,30.0
19563,569,7565.19,13.2027748691,300.0,46915.91,81.8776788831,300.01,7.69931506849,30.0,49.0,11.6816326531,74.5
19564,1463,13043.54,8.86110054348,300.0,127527.34,86.6354211957,400.64,6.30223320158,30.0,118.0,8.14237288136,30.0
19565,696,8387.14,11.7466946779,200.0,48876.62,68.4546498599,224.94,6.50210691824,20.0,70.0,13.4057142857,87.7
19566,1562,7726.74,4.94037084399,300.0,142432.46,91.0693478261,305.3,3.25308201058,19.0,15.0,17.5533333333,100.0
19567,1674,8416.28,5.01267421084,400.0,112884.2,67.2329958309,419.34,3.71652249135,18.0,59.0,6.07372881356,70.5
19568,1031,8239.01,7.96809477756,300.0,85225.26,82.4228820116,301.19,4.38022613065,18.3,65.0,9.08461538462,30.0
19569,981,5953.48,6.05028455285,200.0,53067.56,53.9304471545,263.29,4.57365695793,30.0,38.0,9.44736842105,84.6
19570,1204,10799.09,8.94705053853,500.0,307495.38,254.76004971,976.3,5.08052464229,30.0,76.0,11.5131578947,67.2
19571,796,8331.25,10.4663944724,500.0,127780.35,160.528077889,507.48,5.13045698925,25.7,40.0,13.185,43.8
19572,1462,10219.43,6.97572013652,400.0,216567.5,147.827645051,421.95,4.90008695652,24.0,56.0,7.46785714286,67.0
19573,1061,9658.53,9.06904225352,200.0,120246.56,112.907568075,322.92,5.44482815057,20.0,45.0,5.17111111111,30.0
19574,1368,9513.07,6.92363173217,200.0,136448.51,99.307503639,246.63,4.0551980198,20.4,34.0,7.63705882353,30.0
19575,1190,9180.44,7.67595317726,200.0,117544.09,98.2810117057,242.15,4.50126126126,30.0,50.0,6.077,20.0
19582,1061,7465.78,7.01012206573,300.0,82830.84,77.7754366197,301.67,4.20503759398,26.0,67.0,9.18358208955,30.0
19583,547,3655.29,6.67023722628,400.0,57081.97,104.164178832,436.27,4.23728813559,11.0,52.0,7.96923076923,26.1
19584,1921,10423.35,5.42317898023,350.0,158929.75,82.6897762747,351.6,3.76063037249,27.5,76.0,9.18421052632,33.4
19585,1538,8961.41,5.82287849253,208.0,138176.23,89.7831254061,227.57,3.33003305785,30.0,73.0,9.37397260274,36.0
19586,1428,12289.8,8.59426573427,300.0,190690.5,133.35,350.72,5.30781176471,30.0,41.0,8.95853658537,30.0
19587,1177,13026.08,11.0484139101,300.0,137075.09,116.263859203,327.87,6.40979865772,30.0,45.0,8.32444444444,35.0
19588,1119,8605.79,7.66321460374,300.0,115907.05,103.211976848,310.59,4.2142578125,30.0,41.0,9.5356097561,30.0
19589,786,6296.78,7.95047979798,300.0,87872.12,110.949646465,309.23,5.23967741935,13.0,49.0,6.75102040816,27.9
19590,1251,8347.86,6.63054805401,200.0,79731.41,63.329158062,222.74,4.31169960474,28.8,80.0,8.6025,30.0
19591,1094,7909.96,7.1196759676,100.0,68728.15,61.8615211521,142.23,4.49981949458,19.35,68.0,7.07352941176,29.2
19592,1027,7278.38,7.08013618677,200.0,77156.35,75.0548151751,367.47,3.92081673307,29.4,62.0,7.82096774194,30.0
19593,889,8613.49,9.68896512936,500.0,86185.96,96.9470866142,638.68,5.02045454545,63.3,71.0,15.3563380282,205.3
19596,1669,8142.8,4.87301017355,500.0,250693.92,150.026283662,506.67,3.89021778584,18.0,51.0,7.08431372549,30.0
19597,1897,8621.42,4.54237091675,300.0,210849.1,111.090147524,335.97,3.55583911234,15.0,24.0,7.575,16.8
19598,1619,9129.68,5.63560493827,300.0,154881.0,95.6055555556,306.9,3.72872126437,15.0,48.0,5.91666666667,32.9
19599,1650,8929.16,5.40833434282,200.0,113739.56,68.8913143549,211.29,3.87723793677,15.0,46.0,6.70652173913,26.6
19600,1717,12690.24,7.36092807425,300.0,174830.39,101.409738979,313.53,4.40393358876,46.0,70.0,8.83857142857,30.0
19601,1445,11998.74,8.30362629758,200.0,78705.61,54.467550173,210.34,5.19285493827,22.0,91.0,7.37175824176,47.2
19602,1514,10337.35,6.80984848485,300.0,255162.29,168.091100132,426.36,3.94059467919,13.0,78.0,8.51794871795,30.0
19603,1373,11640.45,8.41072976879,200.0,167113.31,120.746611272,405.55,3.80859281437,30.0,67.0,8.82835820896,46.7
19606,1770,5443.84,3.07041173153,100.0,116914.73,65.9417540891,314.6,1.76485645933,22.35,26.0,5.16923076923,15.1
19607,1769,5477.68,3.09298701299,100.0,85962.92,48.5391981931,144.95,1.71684381779,20.0,34.0,4.97058823529,19.9
19608,1405,9296.66,6.60274147727,200.0,261382.57,185.64102983,973.6,4.51683602771,30.0,52.0,12.2903846154,30.0
19609,1459,8155.76,5.57849521204,300.0,178228.09,121.907038304,335.81,3.67577586207,18.6,55.0,8.22363636364,30.0
19616,733,6868.05,9.24367429341,200.0,42319.76,56.9579542396,204.87,5.20336601307,24.5,61.0,12.1672131148,35.2
19617,434,3951.55,8.82042410714,200.0,19625.62,43.8071875,212.83,4.86261538462,15.6,58.0,13.1310344828,33.3
19620,1237,10329.52,8.31684380032,200.0,122081.82,98.2945410628,245.05,5.43608695652,30.0,95.0,5.25578947368,30.0
19621,976,8866.77,9.05696629213,200.0,86811.8,88.6739530133,247.91,6.09754464286,30.0,66.0,7.0446969697,45.3
19624,1032,10599.4,10.2409661836,300.0,260687.95,251.872415459,932.1,6.13832298137,30.0,65.0,17.3938461538,31.1
19625,969,8675.04,8.94334020619,300.0,161907.02,166.914453608,388.08,5.77396551724,25.0,65.0,12.2323076923,43.5
19626,1832,15970.78,8.71767467249,300.0,211547.93,115.473760917,366.41,5.08669354839,19.6,101.0,13.0831683168,30.0
19627,1757,14199.89,8.072706083,200.0,177589.0,100.960204662,309.51,3.86745179063,17.2,115.0,13.1339130435,43.5
19628,1293,10517.05,8.10250385208,500.0,234510.17,180.670392912,517.53,4.23814176245,26.0,83.0,13.2280722892,48.2
19629,1528,9789.38,6.3982875817,400.0,213622.25,139.622385621,407.49,3.9290513834,14.8,52.0,10.0571153846,30.0
19630,1561,9586.98,6.1258658147,300.0,163735.94,104.623603834,306.07,3.79427230047,30.0,60.0,7.245,47.6
19631,1251,10255.21,8.15848050915,300.0,97099.34,77.2468894193,302.47,5.32642512077,43.6,56.0,7.58089285714,30.8
19632,1611,11567.83,7.17607320099,200.0,138490.18,85.9120223325,228.25,4.13103727715,17.2,65.0,8.89230769231,34.6
19633,1955,12174.82,6.20847526772,200.0,120209.18,61.2999388067,215.74,3.51756962025,22.0,83.0,8.15072289157,33.9
19636,1402,11494.48,8.16369318182,200.0,139846.91,99.3230894886,220.24,4.3966854725,30.0,40.0,13.61,46.1
19637,1308,12317.31,9.39535469108,200.0,127638.06,97.3593135011,220.1,6.15956018519,22.0,65.0,8.91384615385,51.7
19642,429,5873.83,12.995199115,300.0,41682.31,92.2175,300.0,4.64121621622,24.2,75.0,9.9368,30.0
19643,588,6820.22,11.2917549669,300.0,51500.14,85.2651324503,313.5,4.91858858859,30.0,62.0,7.10322580645,30.0
19644,108,571.09,5.28787037037,50.0,1707.14,15.8068518519,53.82,2.77933333333,10.0,3.0,5.1,10.9
19646,1814,10815.39,5.95561123348,300.0,237790.04,130.941651982,701.55,3.76546681665,15.0,98.0,6.78265306122,30.0
19647,1411,9797.48,6.94364280652,300.0,111147.89,78.7724238129,313.43,4.40819025522,30.0,110.0,7.37681818182,34.8
19648,1514,14340.46,9.44072416063,500.0,283290.18,186.497814352,530.91,5.00912208505,19.4,77.0,12.4415584416,57.7
19649,753,7162.71,9.3264453125,200.0,43579.43,56.7440494792,205.1,6.08385892116,16.0,32.0,11.25625,45.9
19650,1714,12758.16,7.38319444444,400.0,171034.27,98.9781655093,402.63,4.2252154195,30.0,50.0,9.416,30.0
19651,1634,13881.51,8.43348116646,200.0,159103.8,96.6608748481,250.28,4.7530606488,24.0,64.0,9.84296875,40.1
19652,1850,13543.55,7.31293196544,500.0,264762.15,142.96012419,548.39,3.78762437811,30.0,124.0,11.3403225806,30.0
19653,1967,11338.41,5.74678661936,300.0,124681.28,63.193755702,336.15,3.04710163112,30.0,52.0,12.4188461538,53.9
19654,1321,9973.55,7.54428895613,300.0,189459.93,143.313108926,984.79,4.21578217822,28.0,125.0,9.036,30.0
19655,952,7644.77,8.03022058824,115.0,48972.26,51.4414495798,168.37,3.48063063063,23.75,40.0,8.7375,30.0
19656,1538,9870.46,6.41355425601,400.0,209711.16,136.264561404,636.6,3.65736170213,30.0,76.0,10.3886842105,42.9
19657,1602,9457.91,5.8927788162,516.28,69030.92,43.0099190031,516.28,3.26187993681,30.0,38.0,6.17631578947,27.4
19658,980,7287.51,7.43623469388,300.0,116169.66,118.540469388,346.35,3.96361842105,22.0,59.0,9.80847457627,45.0
19659,940,6890.62,7.31488322718,300.0,123460.4,131.061995754,321.97,3.8728030303,26.0,67.0,10.3343283582,57.9
19660,927,4584.1,4.93444564047,115.0,98379.58,105.898363832,428.89,5.80839160839,23.2,50.0,5.896,29.4
19661,604,3144.89,5.17251644737,200.0,49440.26,81.3162171053,206.56,4.23797468354,18.0,85.0,6.02823529412,25.9
19668,1227,11200.54,9.12839445803,500.0,155147.04,126.444205379,514.0,4.03441717791,17.8,125.0,9.3488,71.1
19669,1590,11857.74,7.4530106851,200.0,114809.23,72.1616781898,245.6,4.01307941653,30.0,84.0,8.53214285714,66.0
19670,819,7123.97,8.6771863581,1000.0,112699.22,137.270669915,1000.0,3.98758409786,12.3,84.0,10.5202380952,100.0
19671,873,5527.4,6.31702857143,200.0,41706.0,47.664,200.57,4.07553475936,17.9,39.0,9.84358974359,50.0
19672,1084,8756.94,8.0560625575,300.0,106593.58,98.0621711132,411.35,3.59542553191,16.0,109.0,8.72110091743,30.0
19673,1408,10362.56,7.34933333333,200.0,92689.61,65.7373120567,211.25,3.61210280374,30.0,64.0,9.0875,40.5
19674,921,3893.17,4.21795232936,200.0,54498.17,59.0446045504,201.99,2.19842213115,19.0,26.0,5.04230769231,19.2
19675,1250,4634.19,3.707352,100.0,73490.75,58.7926,190.09,2.77267123288,16.2,38.0,5.66842105263,25.9
19676,1248,9800.41,7.840328,300.0,137991.66,110.393328,336.27,4.32871720117,15.3,41.0,10.387804878,30.0
19677,1089,10837.79,9.91563586459,300.0,109119.88,99.8352058554,314.06,5.72684782609,15.3,91.0,10.8978021978,71.1
19678,1496,9175.85,6.12949231797,300.0,129858.99,86.7461523046,301.1,3.53759233926,13.0,61.0,6.56196721311,43.1
19679,1485,9600.93,6.45223790323,300.0,174983.38,117.596357527,357.29,3.71232283465,16.2,95.0,6.19894736842,31.5
19680,951,8681.84,9.11001049318,300.0,119386.02,125.27389297,383.62,4.92847533632,18.0,69.0,9.81739130435,76.8
19681,783,7198.39,9.18161989796,200.0,49897.33,63.6445535714,203.11,5.31851648352,20.0,99.0,8.2404040404,40.6
19682,1220,9084.53,7.43414893617,500.0,234529.14,191.922373159,589.83,4.77777573529,25.0,50.0,6.788,82.9
19683,857,6099.13,7.10854312354,300.0,74985.43,87.3956060606,304.86,4.41353773585,15.0,34.0,6.29117647059,36.6
19688,1770,10118.15,5.69395047833,300.0,169609.53,95.4471187394,308.67,3.65692211055,18.5,94.0,6.81914893617,30.0
19689,1782,12310.29,6.82767054908,500.0,167819.09,93.0776982806,502.36,3.94022316684,24.0,81.0,7.24567901235,54.6
19690,847,7749.83,9.14974025974,200.0,41494.93,48.990472255,203.15,5.54373493976,30.0,51.0,12.7964705882,30.0
19691,830,9122.68,10.9911807229,200.0,42981.93,51.7854578313,187.27,5.86666666667,15.0,89.0,13.6579775281,32.9
19692,1051,12646.66,12.0101234568,300.0,120469.09,114.405593542,455.08,5.99321342926,27.1,97.0,15.0144329897,39.8
19693,1003,12221.14,12.1724501992,200.0,77499.33,77.1905677291,233.87,6.29394067797,18.3,98.0,14.6316326531,96.2
19694,1275,12147.12,9.4899375,500.0,276470.16,215.9923125,867.39,4.05602409639,20.0,134.0,12.6641791045,47.2
19695,1237,15331.56,12.3244051447,300.0,107583.36,86.4818006431,306.74,5.90598820059,30.0,125.0,15.038,53.6
19696,1716,10020.03,5.83917832168,600.0,264827.06,154.328123543,624.93,3.46087163233,30.0,92.0,11.4380434783,68.8
19697,1907,14901.0,7.81384373361,200.0,492615.92,258.319832197,614.87,4.0237694704,30.0,114.0,7.73052631579,43.8
19698,1610,9267.68,5.73850154799,500.0,126693.66,78.4480866873,502.83,3.82346801347,12.5,72.0,8.77083333333,30.0
19699,1264,8025.46,6.33922590837,100.0,72334.03,57.1358846761,128.49,4.62464566929,20.0,147.0,4.86326530612,33.1
19700,1552,9998.31,6.43806181584,300.0,243004.55,156.474275596,936.54,3.3246,13.7,56.0,7.99107142857,30.0
19701,1285,8918.39,6.92421583851,200.0,87439.52,67.887826087,244.93,5.69706896552,15.0,73.0,6.3602739726,32.3
19702,2529,13210.71,5.2175,800.0,756071.8,298.606556082,1015.12,4.59382352941,24.0,102.0,4.59803921569,30.0
19703,2046,15219.93,7.40989776047,500.0,171500.26,83.495744888,516.54,4.72171399594,20.0,156.0,6.31282051282,30.0
19704,1414,7969.54,5.62820621469,300.0,284091.95,200.629908192,492.89,4.15861904762,20.0,10.0,9.67,30.0
19705,1509,8914.37,5.88407260726,300.0,197109.6,130.105346535,336.62,3.97911575563,10.2,63.0,4.31587301587,14.9
19706,1765,13044.27,7.37798076923,900.0,437290.99,247.336532805,979.76,5.03752403846,30.0,88.0,8.07159090909,32.9
19707,1533,13916.83,9.04277452891,400.0,107187.44,69.6474593892,401.24,5.37157650696,35.4,107.0,6.85495327103,34.9
19708,2117,17349.9,8.18005657709,800.0,266159.73,125.487850071,810.25,4.6356155303,25.6,59.0,11.2186440678,30.0
19709,1847,14077.48,7.60944864865,300.0,140965.89,76.1977783784,328.88,4.60257686676,30.0,78.0,8.16435897436,30.0
19710,1463,10919.32,7.45346075085,500.0,335662.15,229.120921502,603.18,5.25337025316,30.0,57.0,8.57368421053,61.1
19711,1448,13908.51,9.56568775791,500.0,152211.18,104.684442916,518.85,6.08265822785,30.0,40.0,15.31225,128.9
19712,842,7254.04,8.61524940618,500.0,144874.67,172.060178147,566.86,4.36233062331,30.0,74.0,9.41891891892,30.0
19713,642,5043.93,7.85658878505,200.0,65889.46,102.631557632,247.26,4.84167381974,16.15,71.0,8.96338028169,58.3
19714,1104,7107.27,6.43191855204,300.0,117084.19,105.958542986,350.04,3.36899470899,22.2,91.0,6.97582417582,30.0
19715,991,5339.16,5.38764883956,150.0,64533.48,65.119556004,173.86,3.26674584323,10.7,84.0,5.42214285714,30.0
19716,1152,9850.19,8.5430962706,300.0,179718.75,155.870555074,896.7,4.91043956044,15.5,101.0,8.3396039604,30.0
19717,1122,8248.18,7.35131907308,100.0,76704.31,68.363912656,296.05,4.31195175439,30.0,120.0,7.65583333333,27.5
19718,1755,17839.89,10.1478327645,300.0,280507.58,159.560625711,433.19,5.00313146233,30.0,119.0,9.84487394958,51.3
19719,1403,13983.36,9.93136363636,200.0,159948.89,113.60006392,256.22,4.65165548098,30.0,102.0,10.4816666667,43.0
19722,1311,9509.82,7.18264350453,500.0,154086.13,116.379252266,572.33,4.7707635468,30.0,61.0,13.4616393443,100.0
19723,1537,10503.86,6.79861488673,300.0,88827.01,57.493210356,310.37,4.73734406439,30.0,89.0,11.0696629213,73.6
19724,1532,9687.27,6.32328328982,500.0,374467.71,244.430620104,986.67,3.66910059172,55.7,31.0,9.61935483871,30.0
19725,1521,10313.32,6.77171372292,300.0,206359.82,135.49561392,407.54,4.06025039124,30.0,59.0,9.21355932203,79.4
19728,1460,8212.36,5.61720930233,200.0,86167.85,58.9383378933,217.94,3.70206597222,26.0,62.0,6.09677419355,30.0
19729,1718,8301.98,4.82112659698,150.0,77863.11,45.2166724739,180.15,3.62258064516,30.0,24.0,6.45416666667,23.8
19730,1495,11414.17,7.62979278075,500.0,348016.31,232.631223262,542.45,4.75667790894,30.0,94.0,9.04255319149,30.0
19731,1306,6831.39,5.21878533231,500.0,208126.86,158.99683728,600.18,3.97336182336,18.0,66.0,8.22878787879,55.0
19736,1777,13788.81,7.73348850252,400.0,266069.84,149.225933819,440.03,5.44395860285,17.1,56.0,11.4767857143,30.0
19737,1639,14616.81,8.88020048603,300.0,136210.06,82.752162819,309.34,5.88238655462,23.3,63.0,11.1087301587,69.7
19738,1446,14311.32,9.84272352132,600.0,307721.45,211.637861073,634.94,6.41337735849,24.0,90.0,16.0922222222,100.0
19739,1225,11350.41,9.23548413344,500.0,249146.11,202.722628153,506.04,6.59916666667,21.0,45.0,25.1733333333,141.6
19740,1781,13778.5,7.70178870878,600.0,405726.16,226.789357183,660.05,4.9011209068,23.93,69.0,9.76260869565,30.0
19741,1919,14341.19,7.45384095634,200.0,176437.37,91.7034147609,271.13,5.57990304709,30.0,68.0,6.85441176471,19.8
19742,1768,10619.64,5.9930248307,300.0,169791.09,95.8188995485,305.57,3.46045667447,18.0,77.0,7.98675324675,30.0
19743,1636,12757.71,7.7648874011,500.0,174290.34,106.080547778,543.83,4.66023255814,15.0,126.0,8.81452380952,30.0
19744,961,6026.78,6.25184647303,80.0,20524.11,21.2905705394,129.1,3.46833766234,12.6,74.0,6.61216216216,30.0
19745,1121,6558.89,5.83012444444,100.0,27861.72,24.7659733333,102.1,3.22581081081,13.5,33.0,8.36363636364,27.8
19748,1516,11440.88,7.53184990125,500.0,319574.84,210.385016458,971.1,4.9451048951,30.0,53.0,7.74150943396,30.0
19749,1489,12381.0,8.29825737265,500.0,227926.34,152.765643432,504.21,4.64714770798,24.0,44.0,11.5318181818,82.1
19750,1122,7161.74,6.36599111111,500.0,154859.1,137.652533333,512.86,3.94698387097,24.0,92.0,4.35434782609,11.6
19751,1163,5992.09,5.1434248927,100.0,65294.54,56.0468154506,114.29,3.88540697674,15.0,81.0,5.12469135802,18.5
19752,1523,11005.91,7.20753765553,500.0,238679.75,156.306319581,519.56,4.26171853857,28.0,58.0,8.03620689655,30.0
19753,1282,12369.32,9.59605896043,200.0,133995.95,103.953413499,270.26,5.77791015625,20.6,78.0,8.03692307692,79.2
19758,1143,7271.21,6.3559527972,100.0,45677.52,39.9279020979,116.6,3.94319787986,15.0,37.0,5.71081081081,16.5
19759,991,6400.57,6.41339679359,100.0,40811.28,40.8930661323,107.3,4.90947194719,10.0,28.0,5.93928571429,19.0
19760,1340,8754.91,6.51892032762,300.0,209172.85,155.750446761,335.69,3.88838235294,13.0,33.0,9.50909090909,30.0
